source,target,weight
Godric Gryffindor,Rose Granger-Weasley,2
Horace Slughorn,Salazar Slytherin,2
Godric Gryffindor,Salazar Slytherin,2
Barry Ryan,Harry Potter,2
Luna Lovegood,Ted,2
Griphook,Muriel,2
Fabian Prewett,Ronald Weasley,2
Gornuk,Harry Potter,2
Gornuk,Nymphadora Tonks,2
Charles Weasley,Fleur Delacour,2
Grawp,Rubeus Hagrid,2
Alecto Carrow,Mark Evans,2
Percy Weasley,Pius Thicknesse,2
Alastor Moody,Remus Lupin,2
Ariana Dumbledore,Tom Riddle,2
Gregory Goyle,Tom Riddle,2
Dirk Cresswell,Ginevra Weasley,2
Albus Dumbledore,Sybill Trelawney,2
Neville Longbottom,Rubeus Hagrid,2
Hermione Granger,Rita Skeeter,2
Hermione Granger,Scabior,2
Alastor Moody,Arthur Weasley,2
Mundungus Fletcher,Sirius Black,2
Dragomir Gorgovitch,Ronald Weasley,2
Mundungus Fletcher,Rubeus Hagrid,2
Cho Chang,Hermione Granger,2
Mundungus Fletcher,Remus Lupin,2
Dragomir Gorgovitch,Harry Potter,2
Albus Dumbledore,Ariana Dumbledore,2
Bathilda Bagshot,Gellert Grindelwald,2
Harry Potter,Thorfinn Rowle,2
Draco Malfoy,Narcissa Malfoy,2
Antonin Dolohov,Hermione Granger,2
Cho Chang,Michael Corner,2
Molly Weasley,Sirius Black,2
Cho Chang,Ronald Weasley,2
Bathilda Bagshot,Lily J. Potter,2
Hedwig,Pigwidgeon,2
Chudley Cannons,Dragomir Gorgovitch,2
Dolores Umbridge,Mafalda Hopkirk,2
Draco Malfoy,Ginevra Weasley,2
Minerva McGonagall,Peeves,2
Antonin Dolohov,Remus Lupin,2
Aberforth Dumbledore,James Potter I,2
Dolores Umbridge,Travers,2
Bathilda Bagshot,James Potter I,2
Minerva McGonagall,Sorting Hat,2
Minerva McGonagall,Salazar Slytherin,2
Hermione Granger,Lee Jordan,2
Dudley Dursley,Fenrir Greyback,2
Cho Chang,Ginevra Weasley,2
Mungo Bonham,Neville Longbottom,2
Marvolo Gaunt,Tom Riddle,2
Albus Dumbledore,Filius Flitwick,2
Dobby,Godric Gryffindor,2
Aberforth Dumbledore,Godric Gryffindor,2
Harry Potter,Merlin,2
Hermione Granger,Rowena Ravenclaw,2
Godric Gryffindor,Hugo Granger-Weasley,2
Albus Dumbledore,Chudley Cannons,2
Harry Potter,Mulciber (Marauder-era),2
Elphias Doge,Lancelot (Healer),2
Albus Dumbledore,Corban Yaxley,2
Elphias Doge,Kendra Dumbledore,2
Albus Dumbledore,Fleur Delacour,2
Narcissa Malfoy,Regulus Black,2
Hermione Granger,Narcissa Malfoy,2
Hermione Granger,Prime Minister,2
Harry Potter,Parvati Patil,2
Mary Cattermole,Selwyn,2
Harry Potter,Percival Dumbledore,2
Ariana Dumbledore,Bathilda Bagshot,2
Albus Potter,Draco Malfoy,2
Mykew Gregorovitch,Sirius Black,2
Albus Potter,Father Christmas,2
Dudley Dursley,Vernon Dursley,2
Dudley Dursley,Scabior,2
Mary Macdonald,Severus Snape,2
Albus Potter,Godric Gryffindor,2
Pigwidgeon,Ronald Weasley,2
Antonin Dolohov,Nymphadora Tonks,2
Pius Thicknesse,Prime Minister,2
Rubeus Hagrid,Will,2
Lily J. Potter,Lucius Malfoy,2
Beedle the Bard,Rufus Scrimgeour,2
Garrick Ollivander,Gellert Grindelwald,2
Beedle the Bard,Viktor Krum,2
Fenrir Greyback,Vernon Dursley,2
Rowena Ravenclaw,Xenophilius Lovegood,2
Albus Dumbledore,Lucius Malfoy,2
Ronald Weasley,Will,2
Ronald Weasley,Viktor Krum,2
Arthur Weasley,Muriel,2
Crookshanks,Ronald Weasley,2
Ronald Weasley,Terry Boot,2
Alfred Cattermole,Dolores Umbridge,2
Gellert Grindelwald,Mykew Gregorovitch,2
Godric Gryffindor,Helga Hufflepuff,2
Albus Dumbledore,Molly Weasley,2
Lucius Malfoy,Mark Evans,2
Gellert Grindelwald,Viktor Krum,2
Gellert Grindelwald,Xenophilius Lovegood,2
Arthur Weasley,Mary Cattermole,2
John Dawlish,William Weasley,2
Amycus Carrow,Ronald Weasley,2
Fenrir Greyback,Narcissa Malfoy,2
Lucius Malfoy,Nagini,2
Bletchley,Ronald Weasley,2
Gabrielle Delacour,Molly Weasley,2
Fenrir Greyback,William Weasley,2
Bellatrix Lestrange,Kreacher,2
Rubeus Hagrid,William Weasley,2
Kreacher,Narcissa Malfoy,2
Fleur Delacour,Kingsley Shacklebolt,2
Tom Riddle,Vincent Crabbe,2
Bellatrix Lestrange,Regulus Black,2
Avery (Marauder-era),Harry Potter,2
Fleur Delacour,Nymphadora Tonks,2
Fleur Delacour,Percy Weasley,2
Bellatrix Lestrange,Sirius Black,2
Amycus Carrow,Filius Flitwick,2
Fleur Delacour,Roger Davies,2
Snatchers,William Weasley,2
Alicia Spinnet,Harry Potter,2
Snatchers,Stanley Shunpike,2
Bellatrix Lestrange,Neville Longbottom,2
Lancelot (Healer),Mungo Bonham,2
Lancelot (Healer),Muriel,2
Bellatrix Lestrange,Travers,2
Bernie,Ronald Weasley,2
Selwyn,Tom Riddle,2
Filius Flitwick,Rubeus Hagrid,2
Lee Jordan,Prime Minister,2
Bilius,Fred Weasley,2
Filius Flitwick,Kingsley Shacklebolt,2
Filius Flitwick,Horace Slughorn,2
Rufus Scrimgeour,Tom Riddle,2
Fenrir Greyback,Mark Evans,2
Albus Dumbledore,Minerva McGonagall,2
James Potter II,Ronald Weasley,2
Godelot,Hereward,2
Father Christmas,Neville Longbottom,2
Alastor Moody,Tom Riddle,2
Ginevra Weasley,Rose Granger-Weasley,2
Luna Lovegood,Michael Corner,2
Ginevra Weasley,Muriel,2
Ginevra Weasley,Kendra Dumbledore,2
Fawkes,Severus Snape,2
Ginevra Weasley,Lee Jordan,2
Cadogan,Harry Potter,2
Pomona Sprout,Tom Riddle,2
Albus Dumbledore,Pomona Sprout,2
Alecto Carrow,Ronald Weasley,2
Prime Minister,Ronald Weasley,2
Beedle the Bard,Godric Gryffindor,2
Buckbeak,Tom Riddle,2
Arthur Weasley,Fabian Prewett,2
Dedalus Diggle,Dudley Dursley,2
Borgin,Harry Potter,2
Lucius Malfoy,Remus Lupin,2
Albus Dumbledore,Nicolas Flamel,2
Remus Lupin,Xenophilius Lovegood,2
Cedric Diggory,Harry Potter,2
Rita Skeeter,Tom Riddle,2
James Potter I,Peter Pettigrew,2
Godric Gryffindor,Helena Ravenclaw,2
Albus Dumbledore,Fenrir Greyback,2
Rita Skeeter,Ronald Weasley,2
Albert Runcorn,Albus Dumbledore,2
Fenrir Greyback,Lavender Brown,2
Lavender Brown,Ronald Weasley,1
Lee Jordan,Walden Macnair,1
Corban Yaxley,Rubeus Hagrid,1
Luna Lovegood,Mykew Gregorovitch,1
Colin Creevey,Remus Lupin,1
Corban Yaxley,Ronald Weasley,1
Alicia Spinnet,Fleur Delacour,1
Lee Jordan,Remus Lupin,1
Lucius Malfoy,Percy Weasley,1
Corban Yaxley,Tom Riddle,1
Colin Creevey,Nymphadora Tonks,1
Alicia Spinnet,Katie Bell,1
Minerva McGonagall,Poppy Pomfrey,1
Luna Lovegood,Phineas Nigellus Black,1
Colin Creevey,Harry Potter,1
Kreacher,Rubeus Hagrid,1
Luna Lovegood,Peeves,1
Cornelius Fudge,Rufus Scrimgeour,1
Cornelius Fudge,Harry Potter,1
Colin Creevey,Minerva McGonagall,1
Colin Creevey,Godric Gryffindor,1
Luna Lovegood,Padma Patil,1
Minerva McGonagall,Narcissa Malfoy,1
Colin Creevey,Tom Riddle,1
Kreacher,Will,1
Colin Creevey,Jimmy Peakes,1
Leprechaun,Travers,1
Mary Macdonald,Mulciber (Marauder-era),1
Merlin,Xenophilius Lovegood,1
Alecto Carrow,Helena Ravenclaw,1
Lily J. Potter,Rubeus Hagrid,1
Cuthbert Binns,Hermione Granger,1
Cuthbert Binns,Harry Potter,1
Bellatrix Lestrange,Garrick Ollivander,1
Alecto Carrow,Tom Riddle,1
Alecto Carrow,Vincent Crabbe,1
Livius,Loxias,1
Lucius Malfoy,Pius Thicknesse,1
Lucius Malfoy,Thorfinn Rowle,1
Mark Evans,Minerva McGonagall,1
Corban Yaxley,Lee Jordan,1
Lucius Malfoy,Minerva McGonagall,1
Mafalda Hopkirk,Prime Minister,1
Magorian,Ronan,1
Mafalda Hopkirk,Travers,1
Bellatrix Lestrange,Fleur Delacour,1
Mafalda Hopkirk,Mary Cattermole,1
Dean Thomas,Father Christmas,1
Luna Lovegood,Molly Weasley,1
Alicia Spinnet,Arthur Weasley,1
Luna Lovegood,Terry Boot,1
Crookshanks,Harry Potter,1
Merlin,Severus Snape,1
Corban Yaxley,Filius Flitwick,1
Corban Yaxley,Reginald Cattermole,1
Corban Yaxley,Pius Thicknesse,1
Alfred Cattermole,Corban Yaxley,1
Lucius Malfoy,Will,1
Dean Thomas,Fenrir Greyback,1
Beedle the Bard,Tom Riddle,1
Dean Thomas,Godric Gryffindor,1
Aberforth Dumbledore,Dudley Dursley,1
Alicia Spinnet,Angelina Johnson,1
Corban Yaxley,George Weasley,1
Alecto Carrow,Filius Flitwick,1
Aberforth Dumbledore,Fenrir Greyback,1
Augustus Rookwood,Ronald Weasley,1
Charles Weasley,Percy Weasley,1
Colin Creevey,Fred Weasley,1
Minerva McGonagall,Rubeus Hagrid,1
Albus Dumbledore,Mundungus Fletcher,1
Blast-Ended Skrewt,Hermione Granger,1
Bletchley,Reginald Cattermole,1
Ronald Weasley,Salazar Slytherin,1
Aberforth Dumbledore,Augustus Rookwood,1
Bellatrix Lestrange,Kingsley Shacklebolt,1
Rodolphus Lestrange,Ronald Weasley,1
Remus Lupin,Zacharias Smith,1
Albus Dumbledore,Dean Thomas,1
Albus Dumbledore,Percival Dumbledore,1
Bowman Wright,Godric Gryffindor,1
Albus Dumbledore,Peter Pettigrew,1
Albus Dumbledore,Phineas Nigellus Black,1
Remus Lupin,Rufus Scrimgeour,1
Albus Dumbledore,Pius Thicknesse,1
Albus Dumbledore,Prime Minister,1
Albus Dumbledore,Ragnuk,1
Regulus Black,Salazar Slytherin,1
Buckbeak,Grawp,1
Albus Dumbledore,Roger Davies,1
Ragnuk,Ronald Weasley,1
Quirinus Quirrell,Severus Snape,1
Prime Minister,Remus Lupin,1
Pomona Sprout,Rubeus Hagrid,1
Cedric Diggory,Tom Riddle,1
Celestina Warbeck,Fleur Delacour,1
Celestina Warbeck,Hermione Granger,1
Albus Dumbledore,Helga Hufflepuff,1
Albus Dumbledore,Rubeus Hagrid,1
Blast-Ended Skrewt,Harry Potter,1
Ronald Weasley,Ted,1
Aberforth Dumbledore,Arthur Weasley,1
Rufus Scrimgeour,Will,1
Travers,Xenophilius Lovegood,1
Tom Riddle,Will,1
Terry Boot,Tom Riddle,1
Bellatrix Lestrange,Thorfinn Rowle,1
Snatchers,Will,1
Snatchers,Tom Riddle,1
Sirius Black,Ted,1
Aberforth Dumbledore,Antonin Dolohov,1
Bellatrix Lestrange,William Weasley,1
Scabior,Vernon Dursley,1
Scabior,Stanley Shunpike,1
Salazar Slytherin,Tom Riddle,1
Bilius,Hermione Granger,1
Rubeus Hagrid,Walden Macnair,1
Albus Dumbledore,Merlin,1
Rubeus Hagrid,Vernon Dursley,1
Albus Dumbledore,Kingsley Shacklebolt,1
Rubeus Hagrid,Thorfinn Rowle,1
Albus Dumbledore,Kreacher,1
Rubeus Hagrid,Sirius Black,1
Bellatrix Lestrange,Mark Evans,1
Bilius,Rufus Scrimgeour,1
Rowena Ravenclaw,Terry Boot,1
Rowena Ravenclaw,Salazar Slytherin,1
Aberforth Dumbledore,Aragog,1
Ronald Weasley,Wendelin the Weird,1
Albus Dumbledore,Marvolo Gaunt,1
Ronald Weasley,Victoire Weasley,1
Albus Dumbledore,Hedwig,1
Petunia Dursley,Ronald Weasley,1
Petunia Dursley,Remus Lupin,1
Mungo Bonham,Ronald Weasley,1
Narcissa Malfoy,Sirius Black,1
Narcissa Malfoy,Ronald Weasley,1
Narcissa Malfoy,Remus Lupin,1
Narcissa Malfoy,Pius Thicknesse,1
Narcissa Malfoy,Percy Weasley,1
Albus Dumbledore,Xenophilius Lovegood,1
Nagini,Severus Snape,1
Albus Dumbledore,Zacharias Smith,1
Mykew Gregorovitch,Pigwidgeon,1
Muriel,Rubeus Hagrid,1
Muriel,Rodolphus Lestrange,1
Albus Dumbledore,Ginevra Weasley,1
Muriel,Remus Lupin,1
Albus Dumbledore,Dirk Cresswell,1
Charles Weasley,Remus Lupin,1
Cho Chang,Filius Flitwick,1
Albus Potter,Hermione Granger,1
Cho Chang,Lee Jordan,1
Mundungus Fletcher,Nymphadora Tonks,1
Albus Potter,Peeves,1
Cho Chang,Padma Patil,1
Cho Chang,Rowena Ravenclaw,1
Cho Chang,Terry Boot,1
Molly Weasley,Pigwidgeon,1
Chudley Cannons,Harry Potter,1
Molly Weasley,Muriel,1
Albus Potter,Rubeus Hagrid,1
Chudley Cannons,Ronald Weasley,1
Narcissa Malfoy,Tom Riddle,1
Neville Longbottom,Padma Patil,1
Peter Pettigrew,Ronald Weasley,1
Oliver Wood,Remus Lupin,1
Charity Burbage,Harry Potter,1
Perkins,William Weasley,1
Perkins,Snatchers,1
Perkins,Ronald Weasley,1
Charles Weasley,Fred Weasley,1
Percy Weasley,Regulus Black,1
Percy Weasley,Prime Minister,1
Peeves,Rubeus Hagrid,1
Peeves,Ronald Weasley,1
Parvati Patil,Travers,1
Padma Patil,Tom Riddle,1
Padma Patil,Ronald Weasley,1
Oliver Wood,William Weasley,1
Odo,Rubeus Hagrid,1
Neville Longbottom,Percy Weasley,1
Charles Weasley,Ginevra Weasley,1
Charles Weasley,Horace Slughorn,1
Nymphadora Tonks,Sirius Black,1
Charles Weasley,Norberta,1
Nymphadora Tonks,Rodolphus Lestrange,1
Nicolas Flamel,Severus Snape,1
Albus Dumbledore,William Weasley,1
Neville Longbottom,Severus Snape,1
Charles Weasley,Nymphadora Tonks,1
Kreacher,Remus Lupin,1
Neville Longbottom,Remus Lupin,1
Neville Longbottom,Pomona Sprout,1
Neville Longbottom,Pius Thicknesse,1
Alicia Spinnet,Oliver Wood,1
Angelina Johnson,Oliver Wood,1
Aberforth Dumbledore,Fleur Delacour,1
Fenrir Greyback,Griphook,1
Arthur Weasley,Dolores Umbridge,1
Ginevra Weasley,Xenophilius Lovegood,1
Godelot,Loxias,1
Alastor Moody,Rubeus Hagrid,1
Father Christmas,Fleur Delacour,1
Arthur Weasley,Corban Yaxley,1
Arthur Weasley,Bletchley,1
Godric Gryffindor,Kreacher,1
Arthur Weasley,Augustus Rookwood,1
Godric Gryffindor,Mary Macdonald,1
Godric Gryffindor,Minerva McGonagall,1
Fat Lady,Helena Ravenclaw,1
Godric Gryffindor,Peter Pettigrew,1
Godric Gryffindor,Phineas Nigellus Black,1
Godric Gryffindor,Remus Lupin,1
Ginevra Weasley,Viktor Krum,1
Barnabas Deverill,Livius,1
Father Christmas,James Potter I,1
Ginevra Weasley,Mundungus Fletcher,1
Ginevra Weasley,Hugo Granger-Weasley,1
Arthur Weasley,Godric Gryffindor,1
Father Christmas,William Weasley,1
Ginevra Weasley,Merlin,1
Ginevra Weasley,Minerva McGonagall,1
Father Christmas,Phineas Nigellus Black,1
Arthur Weasley,Gabrielle Delacour,1
Father Christmas,Kendra Dumbledore,1
Father Christmas,Petunia Dursley,1
Ginevra Weasley,Percy Weasley,1
Ginevra Weasley,Phineas Nigellus Black,1
Arthur Weasley,Fenrir Greyback,1
Ginevra Weasley,Rowena Ravenclaw,1
Ginevra Weasley,Salazar Slytherin,1
Arthur Weasley,Arthur Weasley,1
Armando Dippet,Rita Skeeter,1
Fat Lady,Godric Gryffindor,1
Alastor Moody,Gregory Goyle,1
Bathilda Bagshot,Dirk Cresswell,1
Alastor Moody,Kingsley Shacklebolt,1
Ernest Macmillan,Helga Hufflepuff,1
Ernest Macmillan,Godric Gryffindor,1
Enid Smeek,Ivor Dillonsby,1
Harry Potter,Hugo Granger-Weasley,1
Harry Potter,Jimmy Peakes,1
Bartemius Crouch Senior,Rubeus Hagrid,1
Harry Potter,Katie Bell,1
Emeric the Evil,Lily J. Potter,1
Emeric the Evil,Godelot,1
Harry Potter,Lavender Brown,1
Elphias Doge,Ronald Weasley,1
Alastor Moody,Dolores Umbridge,1
Ernest Macmillan,Neville Longbottom,1
Gwenog Jones,Wendelin the Weird,1
Barry Ryan,Muriel,1
Grawp,Vernon Dursley,1
Bartemius Crouch Senior,Harry Potter,1
Gornuk,Hermione Granger,1
Fabian Prewett,Molly Weasley,1
Fabian Prewett,Harry Potter,1
Grawp,Ronald Weasley,1
Ernest Macmillan,Tom Riddle,1
Bartemius Crouch Senior,Ronald Weasley,1
Griphook,Severus Snape,1
Alastor Moody,Nymphadora Tonks,1
Alastor Moody,Muriel,1
Griphook,Helga Hufflepuff,1
Ariana Dumbledore,Rufus Scrimgeour,1
Griphook,Luna Lovegood,1
Alastor Moody,Molly Weasley,1
Fenrir Greyback,Fleur Delacour,1
George Weasley,Will,1
Bathilda Bagshot,Elphias Doge,1
George Weasley,Tom Riddle,1
Fred Weasley,Kingsley Shacklebolt,1
Fred Weasley,Luna Lovegood,1
Babbitty Rabbity,Ronald Weasley,1
Fred Weasley,Neville Longbottom,1
Arthur Weasley,Ted,1
Filius Flitwick,Mark Evans,1
Fred Weasley,Petunia Dursley,1
Fred Weasley,Pius Thicknesse,1
Filius Flitwick,Lee Jordan,1
Bandon Banshee,Hermione Granger,1
Filius Flitwick,George Weasley,1
Gabrielle Delacour,Hermione Granger,1
Gabrielle Delacour,Percy Weasley,1
Gabrielle Delacour,Ronald Weasley,1
Gabrielle Delacour,William Weasley,1
Augustus Rookwood,Fenrir Greyback,1
Augustus Rookwood,Harry Potter,1
Filius Flitwick,Walden Macnair,1
Augustus Rookwood,Neville Longbottom,1
Fleur Delacour,Katie Bell,1
Avery (Marauder-era),Emeric the Evil,1
Augustus Rookwood,Pius Thicknesse,1
Augustus Rookwood,Percy Weasley,1
Fleur Delacour,Oliver Wood,1
Fleur Delacour,Petunia Dursley,1
Albert Runcorn,Mafalda Hopkirk,1
Augustus Rookwood,Lucius Malfoy,1
Fleur Delacour,Rowena Ravenclaw,1
Firenze,Poppy Pomfrey,1
Augustus Rookwood,Narcissa Malfoy,1
Firenze,Grawp,1
Fred Weasley,Garrick Ollivander,1
Aberforth Dumbledore,Anthony Goldstein,1
Gamp,Ronald Weasley,1
Garrick Ollivander,George Weasley,1
Fenrir Greyback,Will,1
Arthur Weasley,James Potter I,1
Arthur Weasley,Mundungus Fletcher,1
Albert Runcorn,Argus Filch,1
Arthur Weasley,Lucius Malfoy,1
George Weasley,Kingsley Shacklebolt,1
George Weasley,Luna Lovegood,1
George Weasley,Michael Corner,1
George Weasley,Muriel,1
Fenrir Greyback,Neville Longbottom,1
George Weasley,Nymphadora Tonks,1
George Weasley,Percy Weasley,1
George Weasley,Petunia Dursley,1
Arthur Weasley,Hedwig,1
Barnabas Deverill,Godelot,1
George Weasley,Sirius Black,1
Gellert Grindelwald,Severus Snape,1
Fenrir Greyback,Percy Weasley,1
Albert Runcorn,Dirk Cresswell,1
Garrick Ollivander,Peter Pettigrew,1
Bane,Magorian,1
Garrick Ollivander,Lucius Malfoy,1
Arthur Weasley,Pius Thicknesse,1
Garrick Ollivander,Molly Weasley,1
Fenrir Greyback,Thorfinn Rowle,1
Arthur Weasley,Perkins,1
Fenrir Greyback,Sybill Trelawney,1
Gellert Grindelwald,Lily J. Potter,1
Bane,Ronan,1
Fenrir Greyback,Pius Thicknesse,1
Arthur Weasley,Neville Longbottom,1
Arthur Weasley,Narcissa Malfoy,1
Gellert Grindelwald,Ignotus Peverell,1
Gellert Grindelwald,Kendra Dumbledore,1
Alastor Moody,Dedalus Diggle,1
Bathilda Bagshot,Enid Smeek,1
Alicia Spinnet,William Weasley,1
Bathilda Bagshot,Nicolas Flamel,1
Angelina Johnson,Katie Bell,1
Angelina Johnson,Harry Potter,1
Ignotus Peverell,Ronald Weasley,1
Ignotus Peverell,Tom Riddle,1
Angelina Johnson,Fleur Delacour,1
Dedalus Diggle,Kingsley Shacklebolt,1
Igor Karkaroff,Roger Davies,1
Ivor Dillonsby,Rita Skeeter,1
Angelina Johnson,Arthur Weasley,1
James Potter I,Mark Evans,1
Andromeda Tonks,Remus Lupin,1
James Potter I,Rubeus Hagrid,1
Andromeda Tonks,Fleur Delacour,1
Amycus Carrow,Terry Boot,1
James Potter I,Tom Riddle,1
Fleur Delacour,Igor Karkaroff,1
Horace Slughorn,Ronald Weasley,1
Horace Slughorn,Pomona Sprout,1
Anthony Goldstein,Neville Longbottom,1
Hermione Granger,Salazar Slytherin,1
Dirk Cresswell,William Weasley,1
Dirk Cresswell,Tom Riddle,1
Bathilda Bagshot,Ted,1
Dirk Cresswell,Ronald Weasley,1
Hermione Granger,Thorfinn Rowle,1
Hermione Granger,Vernon Dursley,1
Horace Slughorn,Narcissa Malfoy,1
Hestia Jones,Kingsley Shacklebolt,1
Dexter Fortescue,Phineas Nigellus Black,1
Dexter Fortescue,Dilys Derwent,1
Horace Slughorn,Lucius Malfoy,1
Dedalus Diggle,Pius Thicknesse,1
Angelina Johnson,William Weasley,1
James Potter II,Lily J. Potter,1
James Potter II,Salazar Slytherin,1
Beedle the Bard,Kreacher,1
Kingsley Shacklebolt,Rita Skeeter,1
Kingsley Shacklebolt,Narcissa Malfoy,1
Kingsley Shacklebolt,Nymphadora Tonks,1
Kingsley Shacklebolt,Oliver Wood,1
Kingsley Shacklebolt,Pomona Sprout,1
Amycus Carrow,Mark Evans,1
Amycus Carrow,Luna Lovegood,1
Dean Thomas,Nymphadora Tonks,1
Kingsley Shacklebolt,Mundungus Fletcher,1
Dean Thomas,Molly Weasley,1
Kingsley Shacklebolt,Rufus Scrimgeour,1
Kingsley Shacklebolt,Stanley Shunpike,1
Albus Dumbledore,Betty Braithwaite,1
Kingsley Shacklebolt,Vernon Dursley,1
Kreacher,Merlin,1
Kingsley Shacklebolt,Muriel,1
Kingsley Shacklebolt,Molly Weasley,1
John Dawlish,Mungo Bonham,1
Katie Bell,William Weasley,1
John Dawlish,Neville Longbottom,1
John Dawlish,Nymphadora Tonks,1
Dean Thomas,Travers,1
Katie Bell,Kingsley Shacklebolt,1
Katie Bell,Oliver Wood,1
Katie Bell,Remus Lupin,1
Dean Thomas,Snatchers,1
Dean Thomas,Parvati Patil,1
Albus Dumbledore,Bellatrix Lestrange,1
Kendra Dumbledore,Phineas Nigellus Black,1
Kendra Dumbledore,Rita Skeeter,1
Kendra Dumbledore,Salazar Slytherin,1
Kendra Dumbledore,Severus Snape,1
Kingsley Shacklebolt,Luna Lovegood,1
Bathilda Bagshot,Nymphadora Tonks,1
Antonin Dolohov,Bellatrix Lestrange,1
Bellatrix Lestrange,Rodolphus Lestrange,1
Antonin Dolohov,Dean Thomas,1
Dudley Dursley,Hestia Jones,1
Dudley Dursley,Hedwig,1
Aberforth Dumbledore,Pomona Sprout,1
Aberforth Dumbledore,Pius Thicknesse,1
Harry Potter,Rose Granger-Weasley,1
Albus Dumbledore,Aragog,1
Aberforth Dumbledore,Percy Weasley,1
Aberforth Dumbledore,Percival Dumbledore,1
Arcus,Barnabas Deverill,1
Arcturus Black III,Salazar Slytherin,1
Arcturus Black III,Ronald Weasley,1
Albus Dumbledore,Garrick Ollivander,1
Arcturus Black III,Percy Weasley,1
Dragomir Gorgovitch,Hermione Granger,1
Antonin Dolohov,Walden Macnair,1
Arcus,Loxias,1
Dudley Dursley,Rubeus Hagrid,1
Argus Filch,Luna Lovegood,1
Ariana Dumbledore,Cornelius Fudge,1
Elphias Doge,Mungo Bonham,1
Adalbert Waffling,Bathilda Bagshot,1
Aberforth Dumbledore,William Weasley,1
Harry Potter,Mrs Norris,1
Harry Potter,Mungo Bonham,1
Bathilda Bagshot,Father Christmas,1
Ariana Dumbledore,Blast-Ended Skrewt,1
Egbert the Egregious,Emeric the Evil,1
Harry Potter,Oliver Wood,1
Elphias Doge,Godric Gryffindor,1
Ariana Dumbledore,Betty Braithwaite,1
Egbert the Egregious,Harry Potter,1
Argus Filch,Poppy Pomfrey,1
Egbert the Egregious,Godelot,1
Antonin Dolohov,Travers,1
Albus Dumbledore,Enid Smeek,1
Aberforth Dumbledore,Michael Corner,1
Antonin Dolohov,Filius Flitwick,1
Antonin Dolohov,Lee Jordan,1
Dolores Umbridge,Ginevra Weasley,1
Hermione Granger,Minerva McGonagall,1
Antonin Dolohov,George Weasley,1
Hermione Granger,Mungo Bonham,1
Dolores Umbridge,Ellie Cattermole,1
Antonin Dolohov,Fenrir Greyback,1
Dolores Umbridge,Prime Minister,1
Hermione Granger,Padma Patil,1
Hermione Granger,Parvati Patil,1
Hermione Granger,Peeves,1
Hermione Granger,Perkins,1
Hermione Granger,Petunia Dursley,1
Bathilda Bagshot,Mykew Gregorovitch,1
Dolores Umbridge,Maisie Cattermole,1
Aberforth Dumbledore,Kendra Dumbledore,1
Aberforth Dumbledore,Lucius Malfoy,1
Helga Hufflepuff,Hepzibah Smith,1
Antonin Dolohov,Thorfinn Rowle,1
Bathilda Bagshot,Gornuk,1
Draco Malfoy,Godric Gryffindor,1
Hedwig,Pius Thicknesse,1
Antonin Dolohov,Rubeus Hagrid,1
Hedwig,Ted,1
Helga Hufflepuff,Remus Lupin,1
Antonin Dolohov,Nagini,1
Helga Hufflepuff,Rowena Ravenclaw,1
Helga Hufflepuff,Zacharias Smith,1
Hepzibah Smith,Tom Riddle,1
Hereward,Loxias,1
Hermione Granger,Horace Slughorn,1
Dolores Umbridge,Reginald Cattermole,1
Adalbert Waffling,Nicolas Flamel,1
