source,target,weight
Hermione Granger,Walden Macnair,5
Hermione Granger,Karkus,5
Severus Snape,Ted,5
Salazar Slytherin,Vaisey,5
Griselda Marchbanks,Hermione Granger,5
Dennis Creevey,Harry Potter,5
Hermione Granger,Mafalda Hopkirk,5
Emmeline Vance,Harry Potter,5
Kingsley Shacklebolt,Rubeus Hagrid,5
Neville Longbottom,Poppy Pomfrey,5
Fenrir Greyback,Hermione Granger,5
Fenrir Greyback,Lucius Malfoy,5
Fenrir Greyback,Molly Weasley,5
Draco Malfoy,Quirinus Quirrell,5
Fenrir Greyback,Ronald Weasley,5
Filius Flitwick,Fred Weasley,5
Filius Flitwick,Horace Slughorn,5
Fawkes,Severus Snape,5
Neville Longbottom,Pansy Parkinson,5
Neville Longbottom,Nymphadora Tonks,5
Filius Flitwick,Sybill Trelawney,5
Poppy Pomfrey,William Weasley,5
Firenze,Lavender Brown,5
Draco Malfoy,Marcus Flint,5
Fenrir Greyback,Godric Gryffindor,5
Draco Malfoy,Sybill Trelawney,5
Mrs Norris,Rubeus Hagrid,5
Edgar Bones,Harry Potter,5
Enid Smeek,Godric Gryffindor,5
Peeves,Remus Lupin,5
Eloise Midgen,Ronald Weasley,5
Parvati Patil,Seamus Finnigan,5
Percy Weasley,Salazar Slytherin,5
Euan Abercrombie,Harry Potter,5
Nymphadora Tonks,Tom Riddle,5
Father Christmas,Vincent Crabbe,5
Nymphadora Tonks,Ted,5
Fat Lady,Peeves,5
Dudley Dursley,Mason,5
Fat Lady,Violet,5
Father Christmas,Percy Weasley,5
Father Christmas,Tom Riddle,5
Fleur Delacour,Igor Karkaroff,5
Draco Malfoy,Helga Hufflepuff,5
Godric Gryffindor,Marcus Flint,5
Lee Jordan,Salazar Slytherin,5
Ludovic Bagman,Olympe Maxime,5
Dolores Umbridge,Lee Jordan,5
Ginevra Weasley,Lily J. Potter,5
Rosmerta,Sirius Black,5
Ginevra Weasley,Mungo Bonham,5
Lily J. Potter,Ronald Weasley,5
Lee Jordan,Minerva McGonagall,5
Luna Lovegood,Severus Snape,5
Lee Jordan,Marcus Flint,5
Leanne,Ronald Weasley,5
Leanne,Minerva McGonagall,5
Lavender Brown,Seamus Finnigan,5
Dobby,Tom Riddle,5
Kreacher,Peeves,5
George Weasley,Vincent Crabbe,5
Ronald Weasley,Septima Vector,5
Pyotr Vulchanov,Viktor Krum,5
Dolores Umbridge,Tom Riddle Senior,5
Draco Malfoy,Gringotts Head Goblin,5
Molly Weasley,Poppy Pomfrey,5
Fred Weasley,Mungo Bonham,5
Fred Weasley,Rolanda Hooch,5
Fred Weasley,Zacharias Smith,5
Dot,Frank Bryce,5
Merlin,Sirius Black,5
George Weasley,Poppy Pomfrey,5
Remus Lupin,Stanley Shunpike,5
Remus Lupin,Sybill Trelawney,5
George Weasley,Gregory Goyle,5
Merlin,Peter Pettigrew,5
Mary Cattermole,Ronald Weasley,5
Marcus Flint,Vincent Crabbe,5
Luna Lovegood,Parvati Patil,5
William Weasley,Xenophilius Lovegood,5
Bertha Jorkins,Cornelius Fudge,5
Barry Ryan,Bertha Jorkins,5
Broderick Bode,Mungo Bonham,5
Arnold,Ginevra Weasley,5
Cornelius Fudge,Susan Bones,5
Cornelius Fudge,Kingsley Shacklebolt,5
Cedric Diggory,Cornelius Fudge,5
Albus Dumbledore,Everard,5
Angelina Johnson,Dobby,5
Antonin Dolohov,Tom Riddle,5
Aberforth Dumbledore,George Weasley,5
Argus Filch,Neville Longbottom,5
Colin Creevey,Severus Snape,5
Angelina Johnson,Minerva McGonagall,5
Albus Dumbledore,Dilys Derwent,5
Adrian Pucey,Katie Bell,5
Barry Ryan,Tom Riddle,5
Albus Dumbledore,Tobias Snape,5
Argus Filch,Vincent Crabbe,5
Colin Creevey,Gilderoy Lockhart,5
Albus Potter,Salazar Slytherin,5
Alastor Moody,Evan Rosier,5
Albus Dumbledore,Barry Ryan,5
Bellatrix Lestrange,Fenrir Greyback,5
Bertha Jorkins,Winky,5
Cornelius Fudge,Neville Longbottom,5
Bellatrix Lestrange,Luna Lovegood,5
Blaise Zabini,Salazar Slytherin,5
Bertha Jorkins,Tom Riddle,5
Cormac McLaggen,Ritchie Coote,5
Cedric Diggory,Fred Weasley,5
Cornelius Fudge,Poppy Pomfrey,5
Angelina Johnson,Graham Montague,5
Cornelius Fudge,Remus Lupin,5
Cornelius Fudge,George Weasley,5
Amos Diggory,Molly Weasley,5
Cassius Warrington,Harry Potter,5
Anthony Goldstein,Hermione Granger,5
Arthur Weasley,Mungo Bonham,5
Alastor Moody,Ludovic Bagman,5
Blaise Zabini,Ronald Weasley,5
Buckbeak,Walden Macnair,5
Cho Chang,Pansy Parkinson,5
Aragog,Horace Slughorn,5
Cadogan,Ronald Weasley,5
Bartemius Crouch Senior,Fred Weasley,5
Alexei Levski,Vasily Dimitrov,5
Bellatrix Lestrange,Remus Lupin,5
Arabella Figg,Vernon Dursley,5
Caractacus Burke,Hokey,5
Cornelius Fudge,Williamson,5
Alexei Levski,Moran,5
Andromeda Tonks,Sirius Black,5
Alfred Cattermole,Ellie Cattermole,5
Albus Dumbledore,Marvolo Gaunt,5
Bartemius Crouch Senior,Rubeus Hagrid,5
Buckbeak,Severus Snape,5
Cassius Warrington,Ginevra Weasley,5
Albus Dumbledore,Mungo Bonham,5
Albert Runcorn,Mary Cattermole,5
Argus Filch,Irma Pince,5
Alfred Cattermole,Maisie Cattermole,5
Cornelius Fudge,Luna Lovegood,5
Alastor Moody,Parvati Patil,5
Arthur Weasley,Bartemius Crouch Senior,5
Celestina Warbeck,Fleur Delacour,5
Amos Diggory,Rita Skeeter,5
Galatea Merrythought,Tom Riddle,4
Minerva McGonagall,Willy Widdershins,4
Alastor Moody,Cornelius Fudge,4
Garrick Ollivander,Ginevra Weasley,4
Albus Dumbledore,Kendra Dumbledore,4
Cho Chang,Seamus Finnigan,4
Alastor Moody,Ginevra Weasley,4
Harry Potter,Wilkie Twycross,4
Harry Potter,Wilbert Slinkhard,4
Prime Minister,Rubeus Hagrid,4
Harry Potter,Septima Vector,4
Lucius Malfoy,Salazar Slytherin,4
Prime Minister,Tom Riddle Senior,4
Alicia Spinnet,Minerva McGonagall,4
Cho Chang,Peeves,4
Arthur Weasley,Arthur Weasley,4
Godric Gryffindor,Gregory Goyle,4
Ellie Cattermole,Mary Cattermole,4
Ellie Cattermole,Maisie Cattermole,4
Harry Potter,Troy,4
Remus Lupin,Will,4
Harry Potter,Veronica Smethley,4
Eldred Worple,Sanguini,4
Cho Chang,Prime Minister,4
Ginevra Weasley,Ted,4
Albus Dumbledore,Karkus,4
Garrick Ollivander,Muriel,4
Argus Filch,Ginevra Weasley,4
Colin Creevey,Sorting Hat,4
Gellert Grindelwald,Ronald Weasley,4
Adrian Pucey,Harry Potter,4
Doris Purkiss,Stubby Boardman,4
Hermione Granger,Lily J. Potter,4
Argus Filch,Horace Slughorn,4
Dolores Umbridge,Wilbert Slinkhard,4
Ginevra Weasley,Pigwidgeon,4
Hermione Granger,Magorian,4
Hedwig,Tom Riddle,4
Adrian Pucey,Godric Gryffindor,4
Dolores Umbridge,Salazar Slytherin,4
Hermione Granger,Marvolo Gaunt,4
Ginevra Weasley,Penelope Clearwater,4
Argus Filch,Fat Lady,4
Molly Weasley,Rita Skeeter,4
Ronald Weasley,Wendelin the Weird,4
Dolores Umbridge,Poppy Pomfrey,4
Amelia Bones,Horace Slughorn,4
Ronald Weasley,Scabior,4
Draco Malfoy,Harper,4
Hermes,Percy Weasley,4
Ariana Dumbledore,Hermione Granger,4
Narcissa Malfoy,Sirius Black,4
Narcissa Malfoy,Severus Snape,4
Draco Malfoy,Theodore Nott,4
Rita Skeeter,Severus Snape,4
Draco Malfoy,Seamus Finnigan,4
Helga Hufflepuff,Oliver Wood,4
Bellatrix Lestrange,Kingsley Shacklebolt,4
Lily J. Potter,Minerva McGonagall,4
Draco Malfoy,Oliver Wood,4
Draco Malfoy,Narcissa Malfoy,4
Cho Chang,Michael Corner,4
Helga Hufflepuff,Summerby,4
Draco Malfoy,Luna Lovegood,4
Draco Malfoy,Ludovic Bagman,4
Romilda Vane,Ronald Weasley,4
Colin Creevey,Justin Finch-Fletchley,4
Draco Malfoy,Myrtle Warren,4
Phineas Nigellus Black,Salazar Slytherin,4
Alicia Spinnet,Lucian Bole,4
Cedric Diggory,Dudley Dursley,4
Pansy Parkinson,Rubeus Hagrid,4
Godric Gryffindor,Sybill Trelawney,4
Marvolo Gaunt,Ronald Weasley,4
Pansy Parkinson,Viktor Krum,4
Gringotts Head Goblin,Severus Snape,4
Mark Evans,Sorting Hat,4
Filius Flitwick,Helena Ravenclaw,4
Filius Flitwick,Gilderoy Lockhart,4
Cedric Diggory,Draco Malfoy,4
Griphook,Rubeus Hagrid,4
Filius Flitwick,Rowena Ravenclaw,4
Albus Dumbledore,Borgin,4
Buckbeak,Lucius Malfoy,4
Parvati Patil,Severus Snape,4
Fred Weasley,Hannah Abbott,4
Cedric Diggory,Katie Bell,4
Marietta Edgecombe,Prime Minister,4
Griselda Marchbanks,Rubeus Hagrid,4
Cedric Diggory,Myrtle Warren,4
Hannah Abbott,Justin Finch-Fletchley,4
Gregory Goyle,Tom Riddle,4
Cassius Warrington,Katie Bell,4
Fred Weasley,Helga Hufflepuff,4
Grawp,Tom Riddle,4
Fleur Delacour,Xenophilius Lovegood,4
Fleur Delacour,Severus Snape,4
Albus Dumbledore,Dennis Bishop,4
Oliver Wood,Rowena Ravenclaw,4
Graham Montague,Hermione Granger,4
Florean Fortescue,Ronald Weasley,4
Golpalott,Horace Slughorn,4
Minerva McGonagall,Mungo Bonham,4
Michael Corner,Rowena Ravenclaw,4
Albus Dumbledore,Colin Creevey,4
Filius Flitwick,Tom Riddle,4
Fleur Delacour,Godric Gryffindor,4
Olympe Maxime,Viktor Krum,4
Albus Dumbledore,Charles Weasley,4
Padma Patil,Rowena Ravenclaw,4
Gregory Goyle,Marcus Flint,4
Fluffy,Quirinus Quirrell,4
Gregory Goyle,Myrtle Warren,4
Alfred Cattermole,Mary Cattermole,4
Bartemius Crouch Senior,Cedric Diggory,4
Fawkes,Ronald Weasley,4
Hannah Abbott,Tom Riddle,4
Fred Weasley,Roger Davies,4
Alastor Moody,Pomona Sprout,4
Petunia Dursley,Ronald Weasley,4
Alastor Moody,Vernon Dursley,4
Fang,Marcus Flint,4
Broderick Bode,Hermione Granger,4
Alastor Moody,Rita Skeeter,4
Albus Dumbledore,Golpalott,4
Adrian Pucey,Alicia Spinnet,4
Harry Potter,Patrick Delaney-Podmore,4
Everard,Harry Potter,4
Charles Weasley,Viktor Krum,4
Luna Lovegood,Pomona Sprout,4
Harry Potter,Peregrine Derrick,4
Arthur Weasley,Willy Widdershins,4
Pius Thicknesse,Tom Riddle,4
Harry Potter,Pierre Bonaccord,4
Alecto Carrow,Neville Longbottom,4
Ludovic Bagman,Rubeus Hagrid,4
Arthur Weasley,Rubeus Hagrid,4
Arthur Weasley,Prime Minister,4
Cho Chang,Father Christmas,4
Luna Lovegood,Padma Patil,4
Aurora Sinistra,Harry Potter,4
Cedric Diggory,Rita Skeeter,4
Celestina Warbeck,Ronald Weasley,4
Father Christmas,Severus Snape,4
Harper,Zacharias Smith,4
Barnabas Deverill,Loxias,4
Maisie Cattermole,Mary Cattermole,4
Albus Dumbledore,Amy Benson,4
Godric Gryffindor,Parvati Patil,4
Harry Potter,Keeper of the reptile house,4
Celestina Warbeck,Molly Weasley,4
Mafalda Hopkirk,Ronald Weasley,4
Babbitty Rabbity,Hermione Granger,4
Fred Weasley,Marcus Flint,4
Babbitty Rabbity,Harry Potter,4
Alice Longbottom,Neville Longbottom,4
Percy Weasley,Winky,4
Luna Lovegood,Viktor Krum,4
Godric Gryffindor,Padma Patil,4
Minerva McGonagall,Quirinus Quirrell,4
Harry Potter,Malcolm Baddock,4
Luna Lovegood,Seamus Finnigan,4
Albus Dumbledore,Fluffy,4
Adrian Pucey,Angelina Johnson,4
Gornuk,Griphook,4
Bellatrix Lestrange,Rubeus Hagrid,4
Dobby,Dolores Umbridge,4
Aberforth Dumbledore,Ginevra Weasley,4
Albus Dumbledore,Sturgis Podmore,4
Morfin Gaunt,Salazar Slytherin,4
Dennis Bishop,Tom Riddle,4
Aberforth Dumbledore,Ivor Dillonsby,4
Amycus Carrow,Neville Longbottom,4
Hope Howell,Ronald Weasley,4
Dirk Cresswell,Gornuk,4
Aberforth Dumbledore,Narcissa Malfoy,4
Kreacher,Narcissa Malfoy,4
George Weasley,Marcus Flint,4
Demelza Robins,Hermione Granger,4
Dobby,Fred Weasley,4
Antonin Dolohov,Igor Karkaroff,4
Dobby,Griphook,4
Kreacher,Remus Lupin,4
Aberforth Dumbledore,Prime Minister,4
Amy Benson,Tom Riddle,4
Hermione Granger,Ted,4
Aberforth Dumbledore,Severus Snape,4
Dobby,Pigwidgeon,4
George Weasley,Lucian Bole,4
Seamus Finnigan,Tom Riddle,4
Kingsley Shacklebolt,Molly Weasley,4
Muriel,William Weasley,4
Angelina Johnson,Ginevra Weasley,4
Crookshanks,Pigwidgeon,4
Cornelius Fudge,William Weasley,4
Mundungus Fletcher,Percy Weasley,4
Tom Riddle,Viktor Krum,4
Tom Riddle,Tom Riddle Senior,4
James Potter I,William Weasley,4
Katie Bell,Lee Jordan,4
Katie Bell,Minerva McGonagall,4
Katie Bell,Mungo Bonham,4
Andromeda Tonks,Kreacher,4
Cornelius Fudge,Rita Skeeter,4
Cornelius Fudge,James Potter I,4
Cornelius Fudge,Olympe Maxime,4
Andromeda Tonks,Harry Potter,4
Sirius Black,Walden Macnair,4
Mundungus Fletcher,Tom Riddle,4
Cornelius Fudge,Merlin,4
Severus Snape,Vincent Crabbe,4
Dean Thomas,Ted,4
Angelina Johnson,Rolanda Hooch,4
Horace Slughorn,Theodore Nott,4
Angelina Johnson,Vincent Crabbe,4
Ginevra Weasley,Lee Jordan,4
Aberforth Dumbledore,Helena Ravenclaw,4
Cormac McLaggen,Jimmy Peakes,4
Arabella Figg,Petunia Dursley,4
Dolores Umbridge,Kingsley Shacklebolt,4
Dolores Umbridge,Firenze,4
Ginevra Weasley,Muriel,4
Cormac McLaggen,Godric Gryffindor,4
Ginevra Weasley,Mundungus Fletcher,4
Arcus,Livius,4
Dolores Umbridge,Lavender Brown,4
Albus Dumbledore,Muriel,4
Dolores Umbridge,Horace Slughorn,4
Lavender Brown,Mungo Bonham,4
Father Christmas,Xenophilius Lovegood,3
Harry Potter,Hokey,3
Barnabas the Barmy,Harry Potter,3
Peeves,Sirius Black,3
Fred Weasley,Kenneth Towler,3
Hannah Abbott,Ronald Weasley,3
Katie Bell,Severus Snape,3
Harry Potter,James Potter II,3
Albert Runcorn,Reginald Cattermole,3
Billy Stubbs,Tom Riddle,3
Peeves,Rubeus Hagrid,3
Bane,Ronald Weasley,3
Godric Gryffindor,Pomona Sprout,3
Fred Weasley,Kingsley Shacklebolt,3
Godric Gryffindor,Peeves,3
Percy Weasley,Severus Snape,3
Dean Thomas,Sirius Black,3
Keeper of the reptile house,Ronald Weasley,3
Albert Runcorn,Corban Yaxley,3
Father Christmas,Oliver Wood,3
Alexei Levski,Harry Potter,3
Sirius Black,Sybill Trelawney,3
Sirius Black,Stanley Shunpike,3
Dean Thomas,Padma Patil,3
Godric Gryffindor,Phineas Nigellus Black,3
Harold Dingle,Harry Potter,3
Hannah Abbott,Terry Boot,3
Cedric Diggory,Rowena Ravenclaw,3
Dean Thomas,Phineas Nigellus Black,3
Father Christmas,Salazar Slytherin,3
Father Christmas,Rufus Scrimgeour,3
Harold Dingle,Ronald Weasley,3
Barry Ryan,Ludovic Bagman,3
Hannah Abbott,Susan Bones,3
Cedric Diggory,Seamus Finnigan,3
Penelope Clearwater,Ronald Weasley,3
Father Christmas,Remus Lupin,3
Fawkes,Ginevra Weasley,3
Father Christmas,Prime Minister,3
Nymphadora Tonks,Petunia Dursley,3
Celestina Warbeck,Harry Potter,3
Bertha Jorkins,Rubeus Hagrid,3
Hermione Granger,Petunia Dursley,3
Fred Weasley,Muriel,3
Broderick Bode,Ronald Weasley,3
Alecto Carrow,Severus Snape,3
Bertha Jorkins,Prime Minister,3
Alicia Spinnet,Draco Malfoy,3
Ronald Weasley,Terry Boot,3
Kingsley Shacklebolt,Mundungus Fletcher,3
Alastor Moody,Rosmerta,3
Fang,Igor Karkaroff,3
Broderick Bode,Miriam Strout,3
George Weasley,Petunia Dursley,3
Fat Friar,Peeves,3
Fabian Prewett,Harry Potter,3
Apolline Delacour,Molly Weasley,3
Kingsley Shacklebolt,Percy Weasley,3
Bertha Jorkins,Percy Weasley,3
Evan Rosier,Wilkes,3
Neville Longbottom,Sorting Hat,3
Evan Rosier,Igor Karkaroff,3
Anthony Goldstein,Hannah Abbott,3
Euan Abercrombie,Godric Gryffindor,3
Harry Potter,Mullet,3
Dedalus Diggle,Petunia Dursley,3
Keeper of the reptile house,Severus Snape,3
Minerva McGonagall,Rolanda Hooch,3
Bandon Banshee,Gilderoy Lockhart,3
Cedric Diggory,Poppy Pomfrey,3
Father Christmas,Fleur Delacour,3
George Weasley,Roger Davies,3
Kendra Dumbledore,Percival Dumbledore,3
Hugo Granger-Weasley,Ronald Weasley,3
Luna Lovegood,Tom Riddle,3
Peregrine Derrick,Salazar Slytherin,3
Aberforth Dumbledore,Filius Flitwick,3
Mungo Bonham,Muriel,3
Broderick Bode,Saul Croaker,3
Harry Potter,Marcus Belby,3
Luna Lovegood,Sirius Black,3
Alicia Spinnet,Andrew Kirke,3
Ginevra Weasley,Griphook,3
Fat Lady,Minerva McGonagall,3
Luna Lovegood,Salazar Slytherin,3
Harry Potter,Mason,3
Ginevra Weasley,Harper,3
Charles Weasley,Fleur Delacour,3
Katie Bell,Roger Davies,3
Harry Potter,Olive Hornby,3
Hannah Abbott,Lee Jordan,3
Filius Flitwick,Sirius Black,3
Gregory Goyle,Horace Slughorn,3
Leanne,Poppy Pomfrey,3
Karkus,Ronald Weasley,3
Olympe Maxime,Sirius Black,3
Olympe Maxime,Tom Riddle,3
Tom Riddle,Vincent Crabbe,3
Olympe Maxime,Walden Macnair,3
Firenze,Tom Riddle,3
Godric Gryffindor,Xenophilius Lovegood,3
Bartemius Crouch Senior,Evan Rosier,3
Cassandra Vablatsky,Harry Potter,3
Aberforth Dumbledore,Arthur Weasley,3
Tobias Snape,Tom Riddle,3
Betty Braithwaite,Gellert Grindelwald,3
Mundungus Fletcher,Regulus Black,3
Godric Gryffindor,William Weasley,3
Argus Filch,Fang,3
Betty Braithwaite,Harry Potter,3
Minerva McGonagall,Olympe Maxime,3
Ted,Tom Riddle,3
Ginevra Weasley,Myrtle Warren,3
Buckbeak,Tom Riddle,3
Tom Riddle,Williamson,3
Michael Corner,Neville Longbottom,3
Mullet,Vasily Dimitrov,3
Florean Fortescue,Garrick Ollivander,3
Florean Fortescue,Molly Weasley,3
Cadmus Peverell,Ignotus Peverell,3
Violet,William Weasley,3
Gornuk,Ted,3
John Dawlish,Severus Snape,3
Crookshanks,Peter Pettigrew,3
Dolores Umbridge,Pomona Sprout,3
Crookshanks,Remus Lupin,3
Oliver Wood,Peregrine Derrick,3
Justin Finch-Fletchley,Terry Boot,3
Michael Corner,Tom Riddle,3
Alexei Levski,Troy,3
Bartemius Crouch Senior,George Weasley,3
Crookshanks,Rubeus Hagrid,3
Justin Finch-Fletchley,Susan Bones,3
Cadwallader,Ginevra Weasley,3
Bartemius Crouch Senior,Neville Longbottom,3
Troy,Vasily Dimitrov,3
Michael Corner,Padma Patil,3
Mason,Vernon Dursley,3
Pansy Parkinson,Parvati Patil,3
Errol,Pigwidgeon,3
Katie Bell,Luna Lovegood,3
Cedric Diggory,Filius Flitwick,3
Aragog,Borgin,3
Amos Diggory,Hermione Granger,3
Argus Filch,Filius Flitwick,3
Fenrir Greyback,Severus Snape,3
Fenrir Greyback,Scabior,3
Cedric Diggory,Garrick Ollivander,3
Albus Dumbledore,Billy Stubbs,3
Jack Sloper,Ronald Weasley,3
Albus Dumbledore,Bertie Bott,3
Fenrir Greyback,Narcissa Malfoy,3
Mark Evans,Ronald Weasley,3
Albus Dumbledore,Ernest Macmillan,3
Dolores Umbridge,Lucius Malfoy,3
Marietta Edgecombe,Ronald Weasley,3
Adrian Pucey,Graham Montague,3
Cedric Diggory,Molly Weasley,3
Katie Bell,Poppy Pomfrey,3
Bilius,George Weasley,3
Minerva McGonagall,Peter Pettigrew,3
Barry Ryan,Percy Weasley,3
Baruffio,Ronald Weasley,3
James Potter I,Molly Weasley,3
Fenrir Greyback,William Weasley,3
Algie Longbottom,Harry Potter,3
Godric Gryffindor,Viktor Krum,3
Susan Bones,Terry Boot,3
Sturgis Podmore,Tom Riddle,3
Gregory Goyle,Theodore Nott,3
Aberforth Dumbledore,Bellatrix Lestrange,3
Oblansk,Prime Minister,3
Sorting Hat,Stewart Ackerley,3
Gilderoy Lockhart,Myrtle Warren,3
James Potter I,Salazar Slytherin,3
Cassius Warrington,Ronald Weasley,3
Cormac McLaggen,Draco Malfoy,3
Filius Flitwick,Ludovic Bagman,3
Dean Thomas,Dirk Cresswell,3
Cornelius Fudge,Tom Riddle Senior,3
Ali Bashir,Arthur Weasley,3
George Weasley,Hedwig,3
James Potter I,Prime Minister,3
Dean Thomas,Firenze,3
James Potter I,Petunia Dursley,3
Cornelius Fudge,Rosmerta,3
Aberforth Dumbledore,Betty Braithwaite,3
George Weasley,Helga Hufflepuff,3
Antonin Dolohov,Bartemius Crouch Senior,3
Cornelius Fudge,Dudley Dursley,3
Armando Dippet,Rubeus Hagrid,3
Hermione Granger,James Potter I,3
Eileen Prince,Horace Slughorn,3
Cho Chang,Puddifoot,3
Piers Polkiss,Vernon Dursley,3
Draco Malfoy,Prime Minister,3
Albus Dumbledore,Padma Patil,3
Rubeus Hagrid,Seamus Finnigan,3
Armando Dippet,Olive Hornby,3
Draco Malfoy,Peter Pettigrew,3
Regulus Black,Ronald Weasley,3
Harry Potter,Willy Widdershins,3
Amelia Bones,Cornelius Fudge,3
Rodolphus Lestrange,Sirius Black,3
Neville Longbottom,Peeves,3
Alastor Moody,Dolores Umbridge,3
Alastor Moody,Dedalus Diggle,3
Ambrosius Flume,Horace Slughorn,3
Albus Potter,Hugo Granger-Weasley,3
Eileen Prince,Molly Weasley,3
Clara Ivanova,Moran,3
Arnold,Harry Potter,3
Aberforth Dumbledore,Nymphadora Tonks,3
Borgin,Lucius Malfoy,3
Albus Potter,Sorting Hat,3
Lucius Malfoy,Remus Lupin,3
Dirk Cresswell,John Dawlish,3
Harry Potter,Unicorn,3
Harry Potter,Urquhart,3
Dirk Cresswell,Nymphadora Tonks,3
Amycus Carrow,Ginevra Weasley,3
Aidan Lynch,Moran,3
Cornelius Fudge,Father Christmas,3
Alastor Moody,Father Christmas,3
Aidan Lynch,Connolly,3
Gabrielle Delacour,Hermione Granger,3
Harry Potter,Violet,3
Rabastan Lestrange,Rodolphus Lestrange,3
Gabrielle Delacour,Molly Weasley,3
Eileen Prince,Severus Snape,3
Cornelius Agrippa,Ronald Weasley,3
Dobby,Ginevra Weasley,3
Draco Malfoy,Parvati Patil,3
Narcissa Malfoy,Tom Riddle,3
Cormac McLaggen,Neville Longbottom,3
Draco Malfoy,Rowena Ravenclaw,3
Ariana Dumbledore,Lily J. Potter,3
Hermes,Pigwidgeon,3
Molly Weasley,Muriel,3
Alphard Black,Kreacher,3
Lily J. Potter,Salazar Slytherin,3
Ariana Dumbledore,James Potter I,3
Chudley Cannons,Hermione Granger,3
Garrick Ollivander,Rubeus Hagrid,3
Dobby,Katie Bell,3
George Weasley,Luna Lovegood,3
Blaise Zabini,Theodore Nott,3
Aberforth Dumbledore,Regulus Black,3
Helga Hufflepuff,Justin Finch-Fletchley,3
Rowena Ravenclaw,Sorting Hat,3
Dobby,Neville Longbottom,3
Helga Hufflepuff,Lee Jordan,3
Minerva McGonagall,Winky,3
Ariana Dumbledore,Neville Longbottom,3
Dudley Dursley,Tom Riddle,3
Myrtle Warren,Severus Snape,3
Remus Lupin,Seamus Finnigan,3
Hermione Granger,Hope Howell,3
Neville Longbottom,Parvati Patil,3
Ginevra Weasley,Vincent Crabbe,3
Hedwig,Hermes,3
Cho Chang,Tom Riddle,3
Dudley Dursley,Molly Weasley,3
Cho Chang,Viktor Krum,3
Cornelius Agrippa,Harry Potter,3
Ariana Dumbledore,Percival Dumbledore,3
Hedwig,Luna Lovegood,3
Colin Creevey,Minerva McGonagall,3
Dudley Dursley,Hermione Granger,3
Roberts,Ronald Weasley,3
Alastor Moody,Antonin Dolohov,3
Remus Lupin,Travers,3
Borgin,Graham Montague,3
Ginevra Weasley,Viktor Krum,3
Antonin Dolohov,Parvati Patil,3
Ginevra Weasley,Seamus Finnigan,3
Horace Slughorn,Kingsley Shacklebolt,3
Ernest Macmillan,Gregory Goyle,3
Rolanda Hooch,Vincent Crabbe,3
Bellatrix Lestrange,Williamson,3
Arthur Weasley,Neville Longbottom,3
Harry Potter,Ripper,3
Dobby,William Weasley,3
Arthur Weasley,Narcissa Malfoy,3
Bloody Baron,Ronald Weasley,3
Rolanda Hooch,Salazar Slytherin,3
Cormac McLaggen,Parvati Patil,3
Bathilda Bagshot,Ronald Weasley,3
Anthony Goldstein,Ronald Weasley,3
Dobby,Rubeus Hagrid,3
Albus Dumbledore,Susan Bones,3
Poppy Pomfrey,Sirius Black,3
Bradley,Hermione Granger,3
Bradley,Harry Potter,3
Albus Dumbledore,Gringotts Head Goblin,3
Mungo Bonham,Sirius Black,3
Arthur Weasley,Vernon Dursley,3
Ludovic Bagman,Sirius Black,3
Pius Thicknesse,Rufus Scrimgeour,3
Helga Hufflepuff,Tom Riddle,3
Aberforth Dumbledore,Ignotus Peverell,3
Ronald Weasley,Rose Granger-Weasley,3
Adrian Pucey,Cassius Warrington,3
Draco Malfoy,Lee Jordan,3
Albus Dumbledore,Luna Lovegood,3
Anthony Goldstein,Justin Finch-Fletchley,3
Mungo Bonham,Severus Snape,3
Cho Chang,Dean Thomas,3
Ernest Macmillan,Susan Bones,3
Broderick Bode,Draco Malfoy,3
Arthur Weasley,Reginald Cattermole,3
Minerva McGonagall,Seamus Finnigan,3
Pomona Sprout,Sybill Trelawney,3
Ernest Macmillan,Neville Longbottom,3
Alicia Spinnet,Jack Sloper,3
Colin Creevey,Godric Gryffindor,3
Poppy Pomfrey,Viktor Krum,3
Fred Weasley,Wilbert Slinkhard,3
Harry Potter,Stewart Ackerley,3
Dilys Derwent,Everard,3
Anthony Goldstein,Zacharias Smith,3
Harry Potter,Stubby Boardman,3
Antioch Peverell,Cadmus Peverell,3
Elphias Doge,Hermione Granger,3
Antioch Peverell,Ignotus Peverell,3
Dobby,Severus Snape,3
Alastor Moody,Lee Jordan,3
Harry Potter,Terence Higgs,3
Kreacher,Molly Weasley,3
Argus Filch,Myrtle Warren,3
Colin Creevey,Draco Malfoy,3
Helga Hufflepuff,Sirius Black,3
Antonin Dolohov,Remus Lupin,3
Beedle the Bard,Xenophilius Lovegood,3
Antonin Dolohov,Ronald Weasley,3
Anthony Goldstein,Tom Riddle,3
Roger Davies,Severus Snape,3
Hippocrates Smethwyck,Molly Weasley,3
Poppy Pomfrey,Winky,3
Hermione Granger,Roger Davies,3
Colin Creevey,Rubeus Hagrid,3
Bob Ogden,Salazar Slytherin,3
Cho Chang,Cornelius Fudge,3
Godric Gryffindor,James Potter I,3
Beedle the Bard,Gellert Grindelwald,3
Emeric the Evil,Severus Snape,3
Ludovic Bagman,Tom Riddle,3
Neville Longbottom,Prime Minister,3
Fred Weasley,Sybill Trelawney,3
Lucius Malfoy,Theodore Nott,3
Anthony Goldstein,Susan Bones,3
Lily J. Potter,Mary Macdonald,3
