source,target,weight
Minerva McGonagall,Salazar Slytherin,2
George Weasley,Poppy Pomfrey,2
Minerva McGonagall,Rufus Scrimgeour,2
George Weasley,Percy Weasley,2
Lucius Malfoy,Tobias Snape,2
George Weasley,Horace Slughorn,2
Fang,Hermione Granger,2
Fang,Ronald Weasley,2
Fat Lady,Godric Gryffindor,2
Galatea Merrythought,Horace Slughorn,2
Fat Lady,Horace Slughorn,2
Fred Weasley,Percy Weasley,2
Michael Corner,Ronald Weasley,2
Father Christmas,Fleur Delacour,2
Florean Fortescue,William Weasley,2
Molly Weasley,Muriel,2
Merlin,Sirius Black,2
Florean Fortescue,Rubeus Hagrid,2
Fenrir Greyback,Minerva McGonagall,2
Florean Fortescue,Ronald Weasley,2
Mark Evans,Rosmerta,2
Fergus,Seamus Finnigan,2
Florean Fortescue,Remus Lupin,2
Mark Evans,Ronald Weasley,2
Luna Lovegood,Severus Snape,2
Fleur Delacour,Muriel,2
Firenze,Lavender Brown,2
Firenze,Luna Lovegood,2
Fleur Delacour,Gabrielle Delacour,2
Fleur Delacour,Fred Weasley,2
Emeric the Evil,Harry Potter,2
Firenze,Parvati Patil,2
Lily J. Potter,Peter Pettigrew,2
Draco Malfoy,Tobias Snape,2
Draco Malfoy,Helga Hufflepuff,2
Draco Malfoy,Luna Lovegood,2
Draco Malfoy,Poppy Pomfrey,2
Lily J. Potter,Severus Snape,2
Lily J. Potter,Tom Riddle,2
Draco Malfoy,Theodore Nott,2
Draco Malfoy,Rubeus Hagrid,2
Horace Slughorn,Regulus Black,2
Dudley Dursley,Harry Potter,2
Eileen Prince,Ginevra Weasley,2
Dolores Umbridge,Rufus Scrimgeour,2
Gilderoy Lockhart,Harry Potter,2
George Weasley,Remus Lupin,2
Eldred Worple,Horace Slughorn,2
Draco Malfoy,Graham Montague,2
Rosalind Bungs,Rupert Brookstanton,1
Ronald Weasley,Zacharias Smith,1
Lily J. Potter,Neville Longbottom,1
Libatius Borage,Ronald Weasley,1
Susan Bones,Wilkie Twycross,1
Ronald Weasley,Vernon Dursley,1
Lavender Brown,Leanne,1
Lavender Brown,Remus Lupin,1
Horace Slughorn,Rowena Ravenclaw,1
Ronald Weasley,Urquhart,1
Horace Slughorn,Rosmerta,1
Rosalind Bungs,Tom Riddle,1
Horace Slughorn,Zacharias Smith,1
Lee Jordan,Zacharias Smith,1
Luna Lovegood,Trevor,1
Theodore Nott,Tom Riddle,1
Kreacher,Vernon Dursley,1
Marcus Belby,Merlin,1
Tom Riddle,Vernon Dursley,1
Ronald Weasley,Sybill Trelawney,1
Rowena Ravenclaw,Salazar Slytherin,1
Rosier,Theodore Nott,1
Lucius Malfoy,Molly Weasley,1
Salazar Slytherin,Sorting Hat,1
Seamus Finnigan,Zacharias Smith,1
Lucius Malfoy,Sirius Black,1
Ronald Weasley,Rupert Brookstanton,1
Luna Lovegood,Parvati Patil,1
Luna Lovegood,Prime Minister,1
Severus Snape,Stanley Shunpike,1
Luna Lovegood,Remus Lupin,1
Rufus Scrimgeour,Tiberius Ogden,1
Lucius Malfoy,Minerva McGonagall,1
Rosier,Tom Riddle,1
Luna Lovegood,Rolanda Hooch,1
Rubeus Hagrid,Tobias Snape,1
Lavender Brown,Tom Riddle,1
Lavender Brown,Vernon Dursley,1
Luna Lovegood,Rufus Scrimgeour,1
Horace Slughorn,Terry Boot,1
Horace Slughorn,Rufus Scrimgeour,1
Rosmerta,Vernon Dursley,1
Horace Slughorn,Tiberius Ogden,1
Luna Lovegood,Nymphadora Tonks,1
Mundungus Fletcher,Ronald Weasley,1
Igor Karkaroff,Remus Lupin,1
Kreacher,Severus Snape,1
Percy Weasley,Prime Minister,1
Minerva McGonagall,Rosmerta,1
Peeves,Rubeus Hagrid,1
Parvati Patil,Sybill Trelawney,1
Pansy Parkinson,Tom Riddle,1
Pansy Parkinson,Rowena Ravenclaw,1
Minerva McGonagall,Sybill Trelawney,1
Jimmy Peakes,Rolanda Hooch,1
Odo,Rubeus Hagrid,1
Molly Weasley,Pigwidgeon,1
Molly Weasley,Poppy Pomfrey,1
Molly Weasley,Violet,1
Morfin Gaunt,Tom Riddle Senior,1
Mrs Norris,Peeves,1
John Dawlish,Prime Minister,1
Neville Longbottom,Nymphadora Tonks,1
Nagini,Salazar Slytherin,1
Mulciber (Marauder-era),Rosier,1
Myrtle Warren,Vincent Crabbe,1
Mulciber (Marauder-era),Theodore Nott,1
John Dawlish,Proudfoot,1
Myrtle Warren,Ronald Weasley,1
Mulciber (Marauder-era),Tom Riddle,1
John Dawlish,Savage,1
Muriel,William Weasley,1
Muriel,Pigwidgeon,1
Mundungus Fletcher,Phineas Nigellus Black,1
Mungo Bonham,Prime Minister,1
Mungo Bonham,Poppy Pomfrey,1
Katie Bell,Ritchie Coote,1
Percy Weasley,Rufus Scrimgeour,1
Peter Pettigrew,Remus Lupin,1
Mark Evans,Rubeus Hagrid,1
Marcus Belby,Neville Longbottom,1
Ronald Weasley,Rosmerta,1
Ronald Weasley,Rosalind Bungs,1
Ritchie Coote,Ronald Weasley,1
Igor Karkaroff,Sirius Black,1
Remus Lupin,Tom Riddle,1
Remus Lupin,Sirius Black,1
Marcus Belby,Rowena Ravenclaw,1
Mark Evans,Remus Lupin,1
Katie Bell,Luna Lovegood,1
Regulus Black,Remus Lupin,1
Quirinus Quirrell,Tom Riddle,1
Proudfoot,Savage,1
Prime Minister,Tiberius Ogden,1
Peter Pettigrew,Severus Snape,1
Mark Evans,Tom Riddle,1
Prime Minister,Severus Snape,1
Mark Evans,Vincent Crabbe,1
James Potter I,Romilda Vane,1
Merlin,Prime Minister,1
Kingsley Shacklebolt,Nymphadora Tonks,1
Katie Bell,Seamus Finnigan,1
Pomona Sprout,William Weasley,1
Merlin,Tom Riddle,1
Phineas Nigellus Black,Tom Riddle,1
Katie Bell,Salazar Slytherin,1
Minerva McGonagall,Parvati Patil,1
Petunia Dursley,Rosmerta,1
Horace Slughorn,Romilda Vane,1
Abraxas Malfoy,Horace Slughorn,1
Horace Slughorn,Quirinus Quirrell,1
Buckbeak,Florean Fortescue,1
Cadwallader,Cormac McLaggen,1
Cadwallader,Godric Gryffindor,1
Cadwallader,Minerva McGonagall,1
Cadwallader,Will,1
Caractacus Burke,Harry Potter,1
Cedric Diggory,Sirius Black,1
Cedric Diggory,Tom Riddle,1
Celestina Warbeck,Father Christmas,1
Celestina Warbeck,Ginevra Weasley,1
Celestina Warbeck,Remus Lupin,1
Celestina Warbeck,William Weasley,1
Charles Weasley,Ginevra Weasley,1
Cho Chang,Katie Bell,1
Cho Chang,Marietta Edgecombe,1
Cho Chang,Viktor Krum,1
Buckbeak,Hermione Granger,1
Boris the Bewildered,Harry Potter,1
Dolores Umbridge,Ronald Weasley,1
Borgin,Percy Weasley,1
Bertram Aubrey,James Potter I,1
Bertram Aubrey,Severus Snape,1
Bertram Aubrey,Sirius Black,1
Billy Stubbs,Eric Whalley,1
Billy Stubbs,Martha (disambiguation),1
Blaise Zabini,Hermione Granger,1
Blaise Zabini,Marcus Belby,1
Blaise Zabini,Melinda Bobbin,1
Blaise Zabini,Severus Snape,1
Blast-Ended Skrewt,Harry Potter,1
Blast-Ended Skrewt,Hermione Granger,1
Blast-Ended Skrewt,Ronald Weasley,1
Bob Ogden,Marvolo Gaunt,1
Borgin,Hokey,1
Borgin,Katie Bell,1
Ciceron Harkiss,Horace Slughorn,1
Cole,Severus Snape,1
Colin Creevey,Harry Potter,1
Corban Yaxley,Fenrir Greyback,1
Damocles Belby,Merlin,1
Damocles Belby,Neville Longbottom,1
Dean Thomas,James Potter I,1
Dean Thomas,Michael Corner,1
Dean Thomas,Puddifoot,1
Dean Thomas,Romilda Vane,1
Demelza Robins,Horace Slughorn,1
Demelza Robins,Katie Bell,1
Demelza Robins,Lavender Brown,1
Demelza Robins,Seamus Finnigan,1
Demelza Robins,William Weasley,1
Dirk Cresswell,Horace Slughorn,1
Dobby,Draco Malfoy,1
Dobby,Severus Snape,1
Dolores Umbridge,Gawain Robards,1
Damocles Belby,Harry Potter,1
Crookshanks,Hedwig,1
Crookshanks,George Weasley,1
Cormac McLaggen,Rolanda Hooch,1
Corban Yaxley,Severus Snape,1
Cormac McLaggen,Cornelius Fudge,1
Cormac McLaggen,Dean Thomas,1
Cormac McLaggen,Grawp,1
Cormac McLaggen,Leanne,1
Cormac McLaggen,Melinda Bobbin,1
Cormac McLaggen,Salazar Slytherin,1
Cornelius Fudge,Rita Skeeter,1
Cormac McLaggen,Severus Snape,1
Cormac McLaggen,Vernon Dursley,1
Cormac McLaggen,Viktor Krum,1
Cormac McLaggen,Zacharias Smith,1
Cornelius Fudge,Mark Evans,1
Cornelius Fudge,Remus Lupin,1
Bertie Higgs,Horace Slughorn,1
Bellatrix Lestrange,Will,1
Bellatrix Lestrange,Stanley Shunpike,1
Arabella Figg,Harry Potter,1
Albus Dumbledore,Mulciber (Marauder-era),1
Albus Dumbledore,Mungo Bonham,1
Albus Dumbledore,Padma Patil,1
Albus Dumbledore,Rosier,1
Albus Dumbledore,Savage,1
Albus Dumbledore,Sorting Hat,1
Albus Dumbledore,Theodore Nott,1
Albus Dumbledore,Zacharias Smith,1
Alecto Carrow,Draco Malfoy,1
Alecto Carrow,Minerva McGonagall,1
Amelia Bones,Sirius Black,1
Amycus Carrow,Draco Malfoy,1
Amycus Carrow,Severus Snape,1
Antonin Dolohov,Mulciber (Marauder-era),1
Antonin Dolohov,Rosier,1
Albus Dumbledore,Merlin,1
Albus Dumbledore,Martha (disambiguation),1
Albus Dumbledore,Lucius Malfoy,1
Albus Dumbledore,Amycus Carrow,1
Alastor Moody,Albus Dumbledore,1
Alastor Moody,Harry Potter,1
Alastor Moody,Horace Slughorn,1
Alastor Moody,Kingsley Shacklebolt,1
Alastor Moody,Nymphadora Tonks,1
Alastor Moody,Ronald Weasley,1
Albus Dumbledore,Antonin Dolohov,1
Albus Dumbledore,Humphrey Belcher,1
Albus Dumbledore,Celestina Warbeck,1
Albus Dumbledore,Filius Flitwick,1
Albus Dumbledore,Graham Montague,1
Albus Dumbledore,Hepzibah Smith,1
Albus Dumbledore,Hokey,1
Albus Dumbledore,Hope Howell,1
Antonin Dolohov,Theodore Nott,1
Arabella Figg,Tom Riddle,1
Bellatrix Lestrange,Quirinus Quirrell,1
Aragog,Arthur Weasley,1
Arthur Weasley,Prime Minister,1
Arthur Weasley,Rubeus Hagrid,1
Augusta Longbottom,Harry Potter,1
Augusta Longbottom,Neville Longbottom,1
Avery (Marauder-era),Corban Yaxley,1
Avery (Marauder-era),Fenrir Greyback,1
Avery (Marauder-era),Severus Snape,1
Barnabas Cuffe,Horace Slughorn,1
Barnabas the Barmy,Harry Potter,1
Bartemius Crouch Senior,Harry Potter,1
Bellatrix Lestrange,Emmeline Vance,1
Bellatrix Lestrange,Hermione Granger,1
Bellatrix Lestrange,Lucius Malfoy,1
Bellatrix Lestrange,Mark Evans,1
Bellatrix Lestrange,Neville Longbottom,1
Arthur Weasley,James Potter I,1
Arthur Weasley,George Weasley,1
Arthur Weasley,Fred Weasley,1
Argus Filch,Romilda Vane,1
Aragog,Vincent Crabbe,1
Argus Filch,Cormac McLaggen,1
Argus Filch,Father Christmas,1
Argus Filch,Ginevra Weasley,1
Argus Filch,Katie Bell,1
Argus Filch,Peeves,1
Argus Filch,Ronald Weasley,1
Arthur Weasley,Father Christmas,1
Argus Filch,Rosmerta,1
Argus Filch,Severus Snape,1
Arkie Philpott,William Weasley,1
Arnold,Fleur Delacour,1
Arnold,Hermione Granger,1
Arthur Weasley,Draco Malfoy,1
Dolores Umbridge,Neville Longbottom,1
Draco Malfoy,Ernest Macmillan,1
Horace Slughorn,Peeves,1
Godric Gryffindor,Viktor Krum,1
Godric Gryffindor,William Weasley,1
Golpalott,Severus Snape,1
Grawp,Hermione Granger,1
Grawp,Zacharias Smith,1
Gregory Goyle,Lavender Brown,1
Gregory Goyle,Mark Evans,1
Gregory Goyle,Myrtle Warren,1
Gwenog Jones,Hermione Granger,1
Hannah Abbott,Harry Potter,1
Hannah Abbott,Hermione Granger,1
Hannah Abbott,Ronald Weasley,1
Harper,Ritchie Coote,1
Harry Potter,Humphrey Belcher,1
Harry Potter,Kingsley Shacklebolt,1
Harry Potter,Marietta Edgecombe,1
Godric Gryffindor,Will,1
Godric Gryffindor,Seamus Finnigan,1
Draco Malfoy,Jimmy Peakes,1
Godric Gryffindor,Poppy Pomfrey,1
Ginevra Weasley,Jimmy Peakes,1
Ginevra Weasley,Katie Bell,1
Ginevra Weasley,Marcus Belby,1
Ginevra Weasley,Percy Weasley,1
Ginevra Weasley,Puddifoot,1
Ginevra Weasley,Ritchie Coote,1
Ginevra Weasley,Rupert Brookstanton,1
Ginevra Weasley,Salazar Slytherin,1
Ginevra Weasley,Vaisey,1
Ginevra Weasley,Viktor Krum,1
Godric Gryffindor,Golpalott,1
Godric Gryffindor,Hannah Abbott,1
Godric Gryffindor,Mrs Norris,1
Godric Gryffindor,Mungo Bonham,1
Godric Gryffindor,Neville Longbottom,1
Harry Potter,Merlin,1
Harry Potter,Michael Corner,1
Harry Potter,Muriel,1
Harry Potter,Narcissa Malfoy,1
Hermione Granger,Pansy Parkinson,1
Hermione Granger,Ritchie Coote,1
Hermione Granger,Rosmerta,1
Hermione Granger,Rowena Ravenclaw,1
Hermione Granger,Rupert Brookstanton,1
Hermione Granger,Wendelin the Weird,1
Hope Howell,Zacharias Smith,1
Horace Slughorn,James Potter I,1
Horace Slughorn,Lily J. Potter,1
Horace Slughorn,Marietta Edgecombe,1
Horace Slughorn,Marvolo Gaunt,1
Horace Slughorn,Merlin,1
Horace Slughorn,Mundungus Fletcher,1
Horace Slughorn,Odo,1
Horace Slughorn,Pansy Parkinson,1
Hermione Granger,Mundungus Fletcher,1
Hermione Granger,Mark Evans,1
Hermione Granger,Libatius Borage,1
Hedwig,Pigwidgeon,1
Harry Potter,Peter Pettigrew,1
Harry Potter,Quirinus Quirrell,1
Harry Potter,Rosalind Bungs,1
Harry Potter,Rupert Brookstanton,1
Harry Potter,Trevor,1
Hedwig,Hermione Granger,1
Helga Hufflepuff,Hepzibah Smith,1
Hermione Granger,Jimmy Peakes,1
Helga Hufflepuff,Hermione Granger,1
Helga Hufflepuff,Lee Jordan,1
Helga Hufflepuff,Minerva McGonagall,1
Helga Hufflepuff,Poppy Pomfrey,1
Helga Hufflepuff,Rowena Ravenclaw,1
Hermione Granger,Hokey,1
Ginevra Weasley,James Potter I,1
Ginevra Weasley,Hedwig,1
Gibbon,Ronald Weasley,1
Fat Lady,Romilda Vane,1
Eldred Worple,Luna Lovegood,1
Eloise Midgen,Parvati Patil,1
Eloise Midgen,Ronald Weasley,1
Emeric the Evil,Hermione Granger,1
Emeric the Evil,Tobias Snape,1
Emmeline Vance,Harry Potter,1
Eric Whalley,Martha (disambiguation),1
Ernest Macmillan,Mark Evans,1
Ernest Macmillan,Neville Longbottom,1
Ernest Macmillan,Wilkie Twycross,1
Ernest Prang,Wendelin the Weird,1
Fang,Severus Snape,1
Fat Lady,Father Christmas,1
Fat Lady,Ginevra Weasley,1
Fat Lady,Lavender Brown,1
Eileen Prince,Sybill Trelawney,1
Eileen Prince,Stanley Shunpike,1
Eileen Prince,Libatius Borage,1
Draco Malfoy,Ritchie Coote,1
Draco Malfoy,Kreacher,1
Draco Malfoy,Lavender Brown,1
Draco Malfoy,Marcus Belby,1
Draco Malfoy,Narcissa Malfoy,1
Draco Malfoy,Percy Weasley,1
Draco Malfoy,Prime Minister,1
Draco Malfoy,Rowena Ravenclaw,1
Eileen Prince,Kreacher,1
Draco Malfoy,Rufus Scrimgeour,1
Draco Malfoy,Sybill Trelawney,1
Draco Malfoy,Vaisey,1
Draco Malfoy,Wilkie Twycross,1
Draco Malfoy,William Weasley,1
Draco Malfoy,Zacharias Smith,1
Fat Lady,Peeves,1
Fat Lady,Viktor Krum,1
Gibbon,Nymphadora Tonks,1
Father Christmas,Lavender Brown,1
Florean Fortescue,Ginevra Weasley,1
Fred Weasley,Neville Longbottom,1
Fred Weasley,Oliver Wood,1
Galatea Merrythought,Harry Potter,1
Abraxas Malfoy,Salazar Slytherin,1
Garrick Ollivander,Molly Weasley,1
Garrick Ollivander,Trevor,1
Gawain Robards,Harry Potter,1
Gawain Robards,Rufus Scrimgeour,1
George Weasley,Jimmy Peakes,1
George Weasley,Katie Bell,1
George Weasley,Neville Longbottom,1
George Weasley,Oliver Wood,1
Gibbon,Harry Potter,1
Gibbon,Mark Evans,1
Fleur Delacour,Severus Snape,1
Fleur Delacour,Minerva McGonagall,1
Fleur Delacour,Godric Gryffindor,1
Fawkes,Tom Riddle,1
Father Christmas,Nymphadora Tonks,1
Father Christmas,Remus Lupin,1
Father Christmas,Rubeus Hagrid,1
Fawkes,Phineas Nigellus Black,1
Fawkes,Sorting Hat,1
Fawkes,Sybill Trelawney,1
Fenrir Greyback,Hermione Granger,1
Firenze,Minerva McGonagall,1
Fenrir Greyback,Narcissa Malfoy,1
Fenrir Greyback,Nymphadora Tonks,1
Fenrir Greyback,William Weasley,1
Filius Flitwick,Prime Minister,1
Filius Flitwick,Rubeus Hagrid,1
Firenze,Hermione Granger,1
Vernon Dursley,Will,1
