source,target,weight
Kreacher,Remus Lupin,3
Hermione Granger,Roger Davies,3
Kreacher,Molly Weasley,3
Molly Weasley,Pigwidgeon,3
Godric Gryffindor,Vincent Crabbe,3
Hermione Granger,Poppy Pomfrey,3
Hermione Granger,Quirinus Quirrell,3
Petunia Dursley,Tom Riddle,3
Godric Gryffindor,Rubeus Hagrid,3
Marietta Edgecombe,Ronald Weasley,3
Ginevra Weasley,Minerva McGonagall,3
Luna Lovegood,Sirius Black,3
Tom Riddle,Williamson,3
Dolores Umbridge,Lucius Malfoy,3
Dudley Dursley,Ronald Weasley,3
Adrian Pucey,Graham Montague,3
Adrian Pucey,Godric Gryffindor,3
Bradley,Harry Potter,3
Albus Dumbledore,Fred Weasley,3
Angelina Johnson,Salazar Slytherin,3
Alphard Black,Kreacher,3
Bane,Hermione Granger,3
Adrian Pucey,Cassius Warrington,3
Cho Chang,Cornelius Fudge,3
Dean Thomas,Firenze,3
Bradley,Hermione Granger,3
Cho Chang,Godric Gryffindor,3
Broderick Bode,Draco Malfoy,3
Bellatrix Lestrange,Kingsley Shacklebolt,3
Cho Chang,Dean Thomas,3
Anthony Goldstein,Ernest Macmillan,3
Bellatrix Lestrange,Williamson,3
Dolores Umbridge,Pomona Sprout,3
Colin Creevey,Justin Finch-Fletchley,3
Dobby,Kreacher,3
Bellatrix Lestrange,Hermione Granger,3
Bellatrix Lestrange,Kreacher,3
Bellatrix Lestrange,Lucius Malfoy,3
Draco Malfoy,Helga Hufflepuff,3
Baruffio,Ronald Weasley,3
Cho Chang,Tom Riddle,3
Albus Dumbledore,Dudley Dursley,3
Dean Thomas,Rubeus Hagrid,3
Cho Chang,Puddifoot,3
Draco Malfoy,Remus Lupin,3
Angelina Johnson,Oliver Wood,3
Colin Creevey,Dennis Creevey,3
Draco Malfoy,Sybill Trelawney,3
Albus Dumbledore,Ernest Macmillan,3
Alicia Spinnet,Jack Sloper,3
Dilys Derwent,Everard,3
Alicia Spinnet,Draco Malfoy,3
Cornelius Fudge,Dudley Dursley,3
Alicia Spinnet,Andrew Kirke,3
Argus Filch,Sirius Black,3
Anthony Goldstein,Hannah Abbott,3
Argus Filch,Mrs Norris,3
Argus Filch,Ginevra Weasley,3
Argus Filch,Fred Weasley,3
Anthony Goldstein,Susan Bones,3
Albus Dumbledore,Susan Bones,3
Crookshanks,Pigwidgeon,3
Cornelius Fudge,Remus Lupin,3
Anthony Goldstein,Zacharias Smith,3
Cornelius Fudge,Tom Riddle Senior,3
Dobby,Katie Bell,3
Cedric Diggory,Ronald Weasley,3
Dobby,Neville Longbottom,3
Cassius Warrington,Ronald Weasley,3
Buckbeak,Hermione Granger,3
Alastor Moody,Draco Malfoy,3
Anthony Goldstein,Justin Finch-Fletchley,3
Broderick Bode,Ronald Weasley,3
Arthur Weasley,Tom Riddle,3
Albus Dumbledore,Mungo Bonham,3
Aberforth Dumbledore,Remus Lupin,3
Anthony Goldstein,Harry Potter,3
Alastor Moody,Neville Longbottom,3
Broderick Bode,Miriam Strout,3
Cornelius Fudge,Lucius Malfoy,3
Cornelius Fudge,Merlin,3
Anthony Goldstein,Hermione Granger,3
Cho Chang,Salazar Slytherin,2
Charles Weasley,Percy Weasley,2
Harry Potter,Jack Sloper,2
Alicia Spinnet,Poppy Pomfrey,2
Alicia Spinnet,Roger Davies,2
Amelia Bones,Nymphadora Tonks,2
Cho Chang,Michael Corner,2
Alicia Spinnet,Salazar Slytherin,2
Amelia Bones,Molly Weasley,2
Minerva McGonagall,Sirius Black,2
Alicia Spinnet,Severus Snape,2
Minerva McGonagall,Seamus Finnigan,2
Hannah Abbott,Neville Longbottom,2
Chambers,Ronald Weasley,2
Charles Weasley,Harry Potter,2
Hannah Abbott,Zacharias Smith,2
Hannah Abbott,Poppy Pomfrey,2
Mundungus Fletcher,Sturgis Podmore,2
Cho Chang,Seamus Finnigan,2
Neville Longbottom,Rubeus Hagrid,2
Neville Longbottom,Pansy Parkinson,2
Neville Longbottom,Parvati Patil,2
Godric Gryffindor,Sirius Black,2
Cornelius Fudge,Edgar Bones,2
Neville Longbottom,Poppy Pomfrey,2
Cornelius Fudge,John Dawlish,2
Godric Gryffindor,Phineas Nigellus Black,2
Alice Longbottom,Ronald Weasley,2
Alicia Spinnet,Dolores Umbridge,2
Cornelius Fudge,Nymphadora Tonks,2
Godric Gryffindor,Michael Corner,2
Godric Gryffindor,Lee Jordan,2
Godric Gryffindor,Hedwig,2
Algie Longbottom,Neville Longbottom,2
Godric Gryffindor,Gregory Goyle,2
Cornelius Fudge,William Weasley,2
Colin Creevey,Ronald Weasley,2
Narcissa Malfoy,Tom Riddle,2
Alicia Spinnet,Minerva McGonagall,2
Colin Creevey,Hermione Granger,2
Griselda Marchbanks,Minerva McGonagall,2
Molly Weasley,Tom Riddle,2
Alicia Spinnet,Luna Lovegood,2
Gregory Goyle,Tom Riddle,2
Mrs Norris,Peeves,2
Mrs Norris,Ronald Weasley,2
Colin Creevey,Ernest Macmillan,2
Katie Bell,Oliver Wood,2
Graham Montague,Harry Potter,2
Mundungus Fletcher,William Weasley,2
Colin Creevey,Luna Lovegood,2
Mungo Bonham,Nymphadora Tonks,2
Alicia Spinnet,Ginevra Weasley,2
Graham Montague,Salazar Slytherin,2
Graham Montague,Minerva McGonagall,2
Graham Montague,Lucian Bole,2
Harry Potter,Mafalda Hopkirk,2
Grawp,Magorian,2
Cassius Warrington,Vincent Crabbe,2
Lavender Brown,Sybill Trelawney,2
Arthur Weasley,Sturgis Podmore,2
Augustus Rookwood,Avery (Marauder-era),2
Augustus Rookwood,Broderick Bode,2
Lachlan the Lanky,Ronald Weasley,2
Augustus Rookwood,Hermione Granger,2
Anthony Goldstein,Gregory Goyle,2
Hermione Granger,Petunia Dursley,2
Aurora Sinistra,Minerva McGonagall,2
Lee Jordan,Roger Davies,2
Ludovic Bagman,Ragnok,2
Hermione Granger,Oliver Wood,2
Bane,Dolores Umbridge,2
Lily J. Potter,Severus Snape,2
Barnabas the Barmy,Harry Potter,2
Lucius Malfoy,Narcissa Malfoy,2
Lucius Malfoy,Prime Minister,2
Angelina Johnson,Rubeus Hagrid,2
Hermione Granger,Katie Bell,2
Kreacher,Phineas Nigellus Black,2
Hermione Granger,Stanley Shunpike,2
Arthur Weasley,Everard,2
Arthur Weasley,Eric Munch,2
Katie Bell,Lee Jordan,2
Katie Bell,Peeves,2
Antonin Dolohov,Neville Longbottom,2
Justin Finch-Fletchley,Vincent Crabbe,2
Justin Finch-Fletchley,Luna Lovegood,2
Kingsley Shacklebolt,Kreacher,2
Kingsley Shacklebolt,Mundungus Fletcher,2
Arabella Figg,Petunia Dursley,2
Arabella Figg,Vernon Dursley,2
Anthony Goldstein,Rowena Ravenclaw,2
Kingsley Shacklebolt,Severus Snape,2
Hermione Granger,William Weasley,2
Armando Dippet,Harry Potter,2
Hermione Granger,Wendelin the Weird,2
Arthur Weasley,Dai Llewellyn,2
Arthur Weasley,Draco Malfoy,2
Kreacher,Narcissa Malfoy,2
Bartemius Crouch Junior,Percy Weasley,2
Helga Hufflepuff,Zacharias Smith,2
Cassius Warrington,Neville Longbottom,2
Merlin,Ronald Weasley,2
Harry Potter,Tiberius Ogden,2
Bellatrix Lestrange,Ronald Weasley,2
Marietta Edgecombe,Poppy Pomfrey,2
Harry Potter,Stebbins (Potter-era),2
Harry Potter,Rufus Scrimgeour,2
Merlin,Percy Weasley,2
Algie Longbottom,Harry Potter,2
Harry Potter,Rodolphus Lestrange,2
Harry Potter,Ripper,2
Bartemius Crouch Junior,Rodolphus Lestrange,2
Merlin,Rubeus Hagrid,2
Broderick Bode,Lucius Malfoy,2
Andromeda Tonks,Narcissa Malfoy,2
Andromeda Tonks,Bellatrix Lestrange,2
Harry Potter,Piers Polkiss,2
Harry Potter,Orion Black,2
Cassius Warrington,Godric Gryffindor,2
Cassius Warrington,Harry Potter,2
Bellatrix Lestrange,Remus Lupin,2
Bellatrix Lestrange,Rabastan Lestrange,2
Harry Potter,Tom Riddle Senior,2
Bellatrix Lestrange,Narcissa Malfoy,2
Luna Lovegood,Millicent Bulstrode,2
Bartemius Crouch Junior,Sirius Black,2
Luna Lovegood,Minerva McGonagall,2
Angelina Johnson,Pansy Parkinson,2
Angelina Johnson,Luna Lovegood,2
Angelina Johnson,Lee Jordan,2
Luna Lovegood,Rodolphus Lestrange,2
Baruffio,Eddie Carmichael,2
Baruffio,Harry Potter,2
Angelina Johnson,Jack Sloper,2
Baruffio,Rowena Ravenclaw,2
Hedwig,Neville Longbottom,2
Hedwig,Minerva McGonagall,2
Bellatrix Lestrange,Cornelius Fudge,2
Bellatrix Lestrange,Ginevra Weasley,2
Harry Potter,Wilfred the Wistful,2
Bellatrix Lestrange,Luna Lovegood,2
Ginevra Weasley,William Weasley,2
Katie Bell,Luna Lovegood,2
Dean Thomas,Parvati Patil,2
Albus Dumbledore,Draco Malfoy,2
Fat Lady,Rubeus Hagrid,2
Aberforth Dumbledore,Sirius Black,2
Alastor Moody,Mungo Bonham,2
George Weasley,Neville Longbottom,2
Salazar Slytherin,Vincent Crabbe,2
Albus Dumbledore,Charles Weasley,2
Seamus Finnigan,Severus Snape,2
Phineas Nigellus Black,Salazar Slytherin,2
George Weasley,Quirinus Quirrell,2
Phineas Nigellus Black,Prime Minister,2
Albus Dumbledore,Dobby,2
Seamus Finnigan,Vernon Dursley,2
Aberforth Dumbledore,Hermione Granger,2
Fred Weasley,Neville Longbottom,2
Dolores Umbridge,Kreacher,2
Aberforth Dumbledore,Kingsley Shacklebolt,2
George Weasley,Wilbert Slinkhard,2
Adrian Pucey,Salazar Slytherin,2
Dean Thomas,Padma Patil,2
Ronald Weasley,Stanley Shunpike,2
Fabian Prewett,Harry Potter,2
Percy Weasley,Sirius Black,2
Dean Thomas,Minerva McGonagall,2
Fabian Prewett,Gideon Prewett,2
Fat Lady,Tom Riddle,2
Father Christmas,Fred Weasley,2
Rubeus Hagrid,Tom Riddle,2
Father Christmas,Gilderoy Lockhart,2
Dudley Dursley,Piers Polkiss,2
Rowena Ravenclaw,Salazar Slytherin,2
Rowena Ravenclaw,Rubeus Hagrid,2
Prime Minister,Sybill Trelawney,2
Aberforth Dumbledore,Arthur Weasley,2
Adrian Pucey,Harry Potter,2
Father Christmas,Mundungus Fletcher,2
Father Christmas,Molly Weasley,2
Prime Minister,Ronald Weasley,2
Geoffrey Hooper,Vicky Frobisher,2
Prime Minister,Rolanda Hooch,2
George Weasley,Graham Montague,2
Dobby,Fred Weasley,2
Dolores Umbridge,Firenze,2
Dilys Derwent,Minerva McGonagall,2
Poppy Pomfrey,Rubeus Hagrid,2
Dilys Derwent,Harry Potter,2
Albus Dumbledore,Angelina Johnson,2
Draco Malfoy,Tom Riddle,2
George Weasley,Lucius Malfoy,2
Rubeus Hagrid,Tenebrus,2
George Weasley,Luna Lovegood,2
Fred Weasley,Quirinus Quirrell,2
Filius Flitwick,Stebbins (Potter-era),2
Dudley Dursley,Molly Weasley,2
Dean Thomas,Lavender Brown,2
Padma Patil,Rowena Ravenclaw,2
Padma Patil,Parvati Patil,2
Dai Llewellyn,Harry Potter,2
Ernest Macmillan,Minerva McGonagall,2
Fred Weasley,Ladislaw Zamojski,2
Draco Malfoy,Justin Finch-Fletchley,2
Albus Dumbledore,Fat Lady,2
Fred Weasley,Kingsley Shacklebolt,2
Albus Dumbledore,Pansy Parkinson,2
Fleur Delacour,George Weasley,2
Alastor Moody,Father Christmas,2
Dolores Umbridge,Willy Widdershins,2
Nymphadora Tonks,William Weasley,2
Ginevra Weasley,Poppy Pomfrey,2
Nymphadora Tonks,Tom Riddle,2
Ginevra Weasley,Rodolphus Lestrange,2
Fleur Delacour,Harry Potter,2
Crookshanks,Molly Weasley,2
Dorcas Meadowes,Tom Riddle,2
Nymphadora Tonks,Rufus Scrimgeour,2
Eric Munch,Harry Potter,2
Draco Malfoy,Father Christmas,2
Ginevra Weasley,Sybill Trelawney,2
Albus Dumbledore,Willy Widdershins,2
Dolores Umbridge,Mungo Bonham,2
Olympe Maxime,Tom Riddle,2
Alastor Moody,Dolores Umbridge,2
Ginevra Weasley,Jack Sloper,2
Gilderoy Lockhart,Neville Longbottom,2
Elladora Black,Kreacher,2
Dean Thomas,Fred Weasley,2
Dean Thomas,George Weasley,2
Ernest Macmillan,Vincent Crabbe,2
Sirius Black,Vernon Dursley,2
Alastor Moody,Arthur Weasley,2
Sirius Black,William Weasley,2
Alastor Moody,Dedalus Diggle,2
Albus Dumbledore,Father Christmas,2
Draco Malfoy,Luna Lovegood,2
Aberforth Dumbledore,Dorcas Meadowes,2
Everard,Minerva McGonagall,2
Draco Malfoy,Prime Minister,2
Adrian Pucey,Gregory Goyle,1
Alastor Moody,Antonin Dolohov,1
Ronald Weasley,Vicky Frobisher,1
Adrian Pucey,Fred Weasley,1
Lucius Malfoy,Rolanda Hooch,1
Luna Lovegood,Stubby Boardman,1
Lucius Malfoy,Nymphadora Tonks,1
Ronald Weasley,Rose Zeller,1
Lucius Malfoy,Mulciber (Marauder-era),1
Luna Lovegood,Pigwidgeon,1
Lucian Bole,Vincent Crabbe,1
Angelina Johnson,Rolanda Hooch,1
Adrian Pucey,Ronald Weasley,1
Lucian Bole,Peregrine Derrick,1
Angelina Johnson,Poppy Pomfrey,1
Angelina Johnson,Ernest Macmillan,1
Ludovic Bagman,William Weasley,1
Angelina Johnson,Peregrine Derrick,1
Ronald Weasley,Terry Boot,1
Angelina Johnson,Peeves,1
Angelina Johnson,Graham Montague,1
Adrian Pucey,Lee Jordan,1
Angelina Johnson,Justin Finch-Fletchley,1
Alastor Moody,Dorcas Meadowes,1
Alastor Moody,Benjy Fenwick,1
Ronald Weasley,Tom Riddle Senior,1
Adrian Pucey,Luna Lovegood,1
Angelina Johnson,Gregory Goyle,1
Algie Longbottom,Godric Gryffindor,1
Ladislaw Zamojski,Ronald Weasley,1
Rowena Ravenclaw,Terry Boot,1
Antonin Dolohov,Avery (Marauder-era),1
Anthony Goldstein,Padma Patil,1
Sirius Black,Stubby Boardman,1
Aberforth Dumbledore,Edgar Bones,1
Kingsley Shacklebolt,Rufus Scrimgeour,1
Anthony Goldstein,Ronald Weasley,1
Kingsley Shacklebolt,Perkins,1
Aberforth Dumbledore,Draco Malfoy,1
Terry Boot,Vincent Crabbe,1
Anthony Goldstein,Vincent Crabbe,1
Theodore Nott,Vincent Crabbe,1
Antonin Dolohov,Augustus Rookwood,1
Kingsley Shacklebolt,Lucius Malfoy,1
Anthony Goldstein,Neville Longbottom,1
Tiberius Ogden,Tofty,1
Kenneth Towler,Patricia Stimpson,1
Aberforth Dumbledore,Dedalus Diggle,1
Katie Bell,Salazar Slytherin,1
Katie Bell,Rubeus Hagrid,1
Antonin Dolohov,Jugson,1
Tom Riddle,Vincent Crabbe,1
Katie Bell,Rolanda Hooch,1
Tom Riddle,Walden Macnair,1
Katie Bell,Poppy Pomfrey,1
Tom Riddle,William Weasley,1
Kingsley Shacklebolt,Sturgis Podmore,1
Anthony Goldstein,Michael Corner,1
Lily J. Potter,Remus Lupin,1
Aberforth Dumbledore,Tom Riddle,1
Lily J. Potter,Mark Evans,1
Lee Jordan,Severus Snape,1
Lee Jordan,Salazar Slytherin,1
Angelina Johnson,Sybill Trelawney,1
Rowena Ravenclaw,Zacharias Smith,1
Rubeus Hagrid,Septima Vector,1
Lavender Brown,Tom Riddle,1
Anthony Goldstein,Daphne Greengrass,1
Anthony Goldstein,Draco Malfoy,1
Lavender Brown,Peeves,1
Aberforth Dumbledore,Wilbert Slinkhard,1
Lavender Brown,Padma Patil,1
Severus Snape,Zacharias Smith,1
Anthony Goldstein,Ginevra Weasley,1
Anthony Goldstein,Godric Gryffindor,1
Rolanda Hooch,Ronald Weasley,1
Kreacher,William Weasley,1
Kreacher,Severus Snape,1
Salazar Slytherin,Sorting Hat,1
Seamus Finnigan,Tom Riddle,1
Aberforth Dumbledore,Percy Weasley,1
Severus Snape,Sybill Trelawney,1
Aberforth Dumbledore,Molly Weasley,1
Kreacher,Mundungus Fletcher,1
Rolanda Hooch,Salazar Slytherin,1
Alastor Moody,Lucius Malfoy,1
Luna Lovegood,Trevor,1
Phineas Nigellus Black,Severus Snape,1
Percy Weasley,Perkins,1
Alicia Spinnet,Justin Finch-Fletchley,1
Alicia Spinnet,Lee Jordan,1
Mundungus Fletcher,Nymphadora Tonks,1
Mundungus Fletcher,Mungo Bonham,1
Mulciber (Marauder-era),Walden Macnair,1
Molly Weasley,Willy Widdershins,1
Percy Weasley,Will,1
Percy Weasley,William Weasley,1
Perkins,Sirius Black,1
Molly Weasley,Sturgis Podmore,1
Petunia Dursley,Ronald Weasley,1
Alicia Spinnet,Miles Bletchley,1
Albus Dumbledore,Dean Thomas,1
Mundungus Fletcher,Warty Harris,1
Alicia Spinnet,Terry Boot,1
Albus Dumbledore,Cassandra Trelawney,1
Molly Weasley,Mungo Bonham,1
Alicia Spinnet,Vincent Crabbe,1
Pigwidgeon,Trevor,1
Miriam Strout,Mungo Bonham,1
Albus Dumbledore,Bartemius Crouch Junior,1
Miranda Goshawk,Wilbert Slinkhard,1
Albus Dumbledore,Armando Dippet,1
Minerva McGonagall,Wilhelmina Grubbly-Plank,1
Amelia Bones,Cornelius Fudge,1
Minerva McGonagall,Tom Riddle Senior,1
Minerva McGonagall,Tom Riddle,1
Mundungus Fletcher,Tom Riddle,1
Peeves,Prime Minister,1
Roger Davies,Rowena Ravenclaw,1
Alicia Spinnet,Dennis Creevey,1
Alice Longbottom,Frank Longbottom,1
Albus Dumbledore,Williamson,1
Neville Longbottom,Terry Boot,1
Alice Longbottom,Hermione Granger,1
Alice Longbottom,Marlene McKinnon,1
Albus Dumbledore,Terry Boot,1
Nymphadora Tonks,Sybill Trelawney,1
Neville Longbottom,Rowena Ravenclaw,1
Albus Dumbledore,Rolanda Hooch,1
Alicia Spinnet,Barnabas the Barmy,1
Albus Dumbledore,Rodolphus Lestrange,1
Albus Dumbledore,Pomona Sprout,1
Alicia Spinnet,Colin Creevey,1
Neville Longbottom,Pigwidgeon,1
Alicia Spinnet,Hermione Granger,1
Padma Patil,Pansy Parkinson,1
Padma Patil,Ronald Weasley,1
Padma Patil,Terry Boot,1
Pansy Parkinson,Parvati Patil,1
Albus Dumbledore,Millicent Bagnold,1
Albus Dumbledore,Ludovic Bagman,1
Albus Dumbledore,John Dawlish,1
Mungo Bonham,William Weasley,1
Alicia Spinnet,Ernest Macmillan,1
Albus Dumbledore,Hedwig,1
Alicia Spinnet,Filius Flitwick,1
Albus Dumbledore,Godric Gryffindor,1
Albus Dumbledore,Filius Flitwick,1
Minerva McGonagall,Tofty,1
Amelia Bones,Dolores Umbridge,1
Poppy Pomfrey,Sirius Black,1
Alastor Moody,Hestia Jones,1
Rabastan Lestrange,Sirius Black,1
Angelina Johnson,Barnabas the Barmy,1
Rabastan Lestrange,Vincent Crabbe,1
Rabastan Lestrange,Walden Macnair,1
Merlin,Severus Snape,1
Remus Lupin,Rubeus Hagrid,1
Merlin,Rolanda Hooch,1
Alastor Moody,Marlene McKinnon,1
Merlin,Prime Minister,1
Nymphadora Tonks,Poppy Pomfrey,1
Merlin,Neville Longbottom,1
Remus Lupin,Sturgis Podmore,1
Alastor Moody,Lily J. Potter,1
Mark Evans,Sirius Black,1
Poppy Pomfrey,Tom Riddle,1
Angelina Johnson,Cho Chang,1
Mark Evans,Ronald Weasley,1
Mark Evans,Remus Lupin,1
Angelina Johnson,Colin Creevey,1
Alastor Moody,Hedwig,1
Angelina Johnson,Dean Thomas,1
Marietta Edgecombe,Phineas Nigellus Black,1
Angelina Johnson,Dennis Creevey,1
Rodolphus Lestrange,Ronald Weasley,1
Rodolphus Lestrange,Vincent Crabbe,1
Magorian,Prime Minister,1
Alastor Moody,Fabian Prewett,1
Luna Lovegood,Vincent Crabbe,1
Alastor Moody,Percy Weasley,1
Alastor Moody,Rubeus Hagrid,1
Michael Corner,Terry Boot,1
Miles Bletchley,Ronald Weasley,1
Amelia Bones,Sirius Black,1
Minerva McGonagall,Rowena Ravenclaw,1
Minerva McGonagall,Rose Zeller,1
Prime Minister,Rubeus Hagrid,1
Prime Minister,Stubby Boardman,1
Amelia Bones,Sturgis Podmore,1
Amelia Bones,Susan Bones,1
Minerva McGonagall,Remus Lupin,1
Andrew Kirke,Angelina Johnson,1
Andrew Kirke,Dobby,1
Andrew Kirke,Dolores Umbridge,1
Minerva McGonagall,Phineas Nigellus Black,1
Alastor Moody,Severus Snape,1
Minerva McGonagall,Petunia Dursley,1
Prime Minister,William Weasley,1
Andrew Kirke,Godric Gryffindor,1
Andrew Kirke,Harry Potter,1
Minerva McGonagall,Pansy Parkinson,1
Minerva McGonagall,Padma Patil,1
Quirinus Quirrell,Ronald Weasley,1
Andrew Kirke,Ronald Weasley,1
Andrew Kirke,Zacharias Smith,1
Minerva McGonagall,Mrs Norris,1
Minerva McGonagall,Molly Weasley,1
Millicent Bulstrode,Vincent Crabbe,1
Millicent Bagnold,Prime Minister,1
Miles Bletchley,Salazar Slytherin,1
Ernest Macmillan,Ginevra Weasley,1
Hermione Granger,James Potter I,1
Karkus,Walden Macnair,1
Dean Thomas,Tom Riddle,1
George Weasley,Sybill Trelawney,1
Gideon Prewett,Harry Potter,1
Gilderoy Lockhart,Harry Potter,1
Gilderoy Lockhart,Kreacher,1
Gilderoy Lockhart,Molly Weasley,1
Gilderoy Lockhart,Mungo Bonham,1
Dean Thomas,Irma Pince,1
Ginevra Weasley,Graham Montague,1
Ginevra Weasley,Hedwig,1
Ginevra Weasley,Helga Hufflepuff,1
Ginevra Weasley,Irma Pince,1
Ginevra Weasley,Janus Thickey,1
Ginevra Weasley,Katie Bell,1
Ginevra Weasley,Kreacher,1
Ginevra Weasley,Lavender Brown,1
Ginevra Weasley,Lee Jordan,1
Daphne Greengrass,Harry Potter,1
George Weasley,Sorting Hat,1
George Weasley,Salazar Slytherin,1
Dai Llewellyn,Molly Weasley,1
Dedalus Diggle,Elphias Doge,1
Geoffrey Hooper,Ronald Weasley,1
Dobby,Ginevra Weasley,1
George Weasley,Helga Hufflepuff,1
Dilys Derwent,Mungo Bonham,1
George Weasley,Kenneth Towler,1
George Weasley,Ladislaw Zamojski,1
Dennis Creevey,Ronald Weasley,1
Dennis Creevey,Katie Bell,1
Dennis Creevey,Justin Finch-Fletchley,1
George Weasley,Mungo Bonham,1
Dennis Creevey,Hermione Granger,1
George Weasley,Patricia Stimpson,1
George Weasley,Peeves,1
Dennis Creevey,Hannah Abbott,1
Dennis Creevey,Ernest Macmillan,1
Dedalus Diggle,Marlene McKinnon,1
Dedalus Diggle,Emmeline Vance,1
Daphne Greengrass,Gregory Goyle,1
Cuthbert Binns,Sybill Trelawney,1
Dobby,Marietta Edgecombe,1
Cornelius Fudge,Rolanda Hooch,1
Cornelius Fudge,Mungo Bonham,1
Godric Gryffindor,Nymphadora Tonks,1
Cornelius Fudge,Millicent Bagnold,1
Godric Gryffindor,Pansy Parkinson,1
Godric Gryffindor,Percy Weasley,1
Cornelius Fudge,Griselda Marchbanks,1
Cornelius Fudge,Fred Weasley,1
Cornelius Fudge,Fawkes,1
Cornelius Fudge,Fat Lady,1
Godric Gryffindor,Sorting Hat,1
Godric Gryffindor,Sybill Trelawney,1
Godric Gryffindor,Zacharias Smith,1
Golgomath,Hermione Granger,1
Golgomath,Rubeus Hagrid,1
Colin Creevey,Poppy Pomfrey,1
Colin Creevey,Parvati Patil,1
Colin Creevey,Neville Longbottom,1
Godric Gryffindor,Lavender Brown,1
Cornelius Fudge,Vernon Dursley,1
Cuthbert Binns,Severus Snape,1
Cornelius Fudge,Will,1
Cuthbert Binns,Parvati Patil,1
Cuthbert Binns,Michael Corner,1
Cuthbert Binns,Lavender Brown,1
Ginevra Weasley,Parvati Patil,1
Ginevra Weasley,Percy Weasley,1
Ginevra Weasley,Phineas Nigellus Black,1
Cuthbert Binns,Hedwig,1
Ginevra Weasley,Rolanda Hooch,1
Crookshanks,Severus Snape,1
Crookshanks,Nymphadora Tonks,1
Crookshanks,Luna Lovegood,1
Ginevra Weasley,Summerby,1
Ginevra Weasley,Terry Boot,1
Crookshanks,George Weasley,1
Crookshanks,Fred Weasley,1
Ginevra Weasley,Will,1
Godric Gryffindor,Hannah Abbott,1
Dobby,Luna Lovegood,1
Dobby,Severus Snape,1
Antonin Dolohov,Rabastan Lestrange,1
Fang,Minerva McGonagall,1
Edgar Bones,Percy Weasley,1
Eddie Carmichael,Rowena Ravenclaw,1
Eddie Carmichael,Ronald Weasley,1
Fat Lady,Minerva McGonagall,1
Eddie Carmichael,Harry Potter,1
Dudley Dursley,William Weasley,1
Dudley Dursley,Tom Riddle,1
Dudley Dursley,Sirius Black,1
Father Christmas,Jack Sloper,1
Father Christmas,Mungo Bonham,1
Father Christmas,Percy Weasley,1
Father Christmas,Prime Minister,1
Father Christmas,Remus Lupin,1
Father Christmas,Rubeus Hagrid,1
Dudley Dursley,Hermione Granger,1
Fawkes,John Dawlish,1
Fawkes,Marietta Edgecombe,1
Fang,Ronald Weasley,1
Edgar Bones,Sturgis Podmore,1
Fawkes,Ronald Weasley,1
Elfrida Cragg,Everard,1
Eric Munch,Sturgis Podmore,1
Emmeline Vance,Sturgis Podmore,1
Emmeline Vance,Remus Lupin,1
Ernest Macmillan,Lavender Brown,1
Ernest Macmillan,Michael Corner,1
Ernest Macmillan,Neville Longbottom,1
Ernest Macmillan,Pomona Sprout,1
Elphias Doge,Rubeus Hagrid,1
Elphias Doge,Gideon Prewett,1
Ernest Macmillan,Sybill Trelawney,1
Ernest Macmillan,Tom Riddle,1
Eloise Midgen,Hermione Granger,1
Elladora Black,William Weasley,1
Everard,Ronald Weasley,1
Fabian Prewett,Molly Weasley,1
Fabian Prewett,Remus Lupin,1
Fabian Prewett,Sirius Black,1
Fawkes,Minerva McGonagall,1
Fawkes,Sirius Black,1
Dobby,Zacharias Smith,1
Fred Weasley,Helga Hufflepuff,1
Dolores Umbridge,Seamus Finnigan,1
Fred Weasley,Lucius Malfoy,1
Dolores Umbridge,Mrs Norris,1
Dolores Umbridge,Molly Weasley,1
Fred Weasley,Miranda Goshawk,1
Dolores Umbridge,Millicent Bulstrode,1
Fred Weasley,Mrs Norris,1
Dolores Umbridge,Katie Bell,1
Fred Weasley,Pansy Parkinson,1
Dolores Umbridge,John Dawlish,1
Dolores Umbridge,Helga Hufflepuff,1
Dolores Umbridge,Hedwig,1
Dolores Umbridge,Gilderoy Lockhart,1
Fred Weasley,Rolanda Hooch,1
Fred Weasley,Salazar Slytherin,1
Dolores Umbridge,Fawkes,1
Dolores Umbridge,Father Christmas,1
Dolores Umbridge,Susan Bones,1
Dorcas Meadowes,Sirius Black,1
Fawkes,Tom Riddle,1
Doris Purkiss,Prime Minister,1
Dudley Dursley,Gordon,1
Draco Malfoy,Tofty,1
Draco Malfoy,Theodore Nott,1
Draco Malfoy,Terry Boot,1
Draco Malfoy,Susan Bones,1
Draco Malfoy,Rowena Ravenclaw,1
Filius Flitwick,Rubeus Hagrid,1
Firenze,Ginevra Weasley,1
Firenze,Grawp,1
Draco Malfoy,Oliver Wood,1
Draco Malfoy,Millicent Bulstrode,1
Draco Malfoy,Kingsley Shacklebolt,1
Fleur Delacour,Fred Weasley,1
Fleur Delacour,William Weasley,1
Frank Longbottom,Harry Potter,1
Frank Longbottom,Marlene McKinnon,1
Draco Malfoy,Griselda Marchbanks,1
Colin Creevey,Minerva McGonagall,1
Graham Montague,Vincent Crabbe,1
Colin Creevey,Lavender Brown,1
Ernest Macmillan,Fat Friar,1
Bartemius Crouch Junior,Dudley Dursley,1
Bartemius Crouch Junior,Bellatrix Lestrange,1
Hermione Granger,Lucian Bole,1
Barry Ryan,Ladislaw Zamojski,1
