source,target,weight
Kevin Whitby,Sorting Hat,1
Arthur Weasley,George Weasley,1
Molly Weasley,Tom Riddle,1
Angelina Johnson,Hope Howell,1
Arabella Figg,Hermione Granger,1
Angelina Johnson,Parvati Patil,1
Minerva McGonagall,Wendelin the Weird,1
Ludovic Bagman,Molly Weasley,1
Ludovic Bagman,Moran,1
Arabella Figg,Sirius Black,1
Ludovic Bagman,Vernon Dursley,1
Ludovic Bagman,Troy,1
Archie Aymslowe,Harry Potter,1
Argus Filch,Ludovic Bagman,1
Ludovic Bagman,Otto Bagman,1
Archie Aymslowe,Hermione Granger,1
Ludovic Bagman,Severus Snape,1
Argus Filch,Bartemius Crouch Senior,1
Ludovic Bagman,Pigwidgeon,1
Argus Filch,Cedric Diggory,1
Ludovic Bagman,Pomona Sprout,1
Argus Filch,Godric Gryffindor,1
Ludovic Bagman,William Weasley,1
Malcolm Baddock,Salazar Slytherin,1
Argus Filch,Merlin,1
Lev Zograf,Viktor Krum,1
Minerva McGonagall,Tom Riddle,1
Apollyon Pringle,Harry Potter,1
Lee Jordan,Viktor Krum,1
Lev Zograf,Ludovic Bagman,1
Apollyon Pringle,Molly Weasley,1
Lev Zograf,Pyotr Vulchanov,1
Ludovic Bagman,Pyotr Vulchanov,1
Merlin,Ronald Weasley,1
Minerva McGonagall,Pomona Sprout,1
Minerva McGonagall,Percy Weasley,1
Minerva McGonagall,Peeves,1
Arabella Figg,Mundungus Fletcher,1
Lucius Malfoy,Tom Riddle,1
Minerva McGonagall,Molly Weasley,1
Moran,Pyotr Vulchanov,1
Ernest Macmillan,Hermione Granger,1
Moran,Quigley,1
Quigley,Vasily Dimitrov,1
Alastor Moody,Vincent Crabbe,1
Ronald Weasley,Rowena Ravenclaw,1
Roger Davies,Rowena Ravenclaw,1
Albus Dumbledore,Augustus Rookwood,1
Rita Skeeter,William Weasley,1
Rita Skeeter,Tom Riddle,1
Rita Skeeter,Skower,1
Albus Dumbledore,Buckbeak,1
Rita Skeeter,Rosmerta,1
Albus Dumbledore,Cho Chang,1
Remus Lupin,Severus Snape,1
Albus Dumbledore,Draco Malfoy,1
Pyotr Vulchanov,Vasily Dimitrov,1
Alastor Moody,Olympe Maxime,1
Pyotr Vulchanov,Troy,1
Prime Minister,Tom Riddle,1
Prime Minister,Sirius Black,1
Albus Dumbledore,Evan Rosier,1
Albus Dumbledore,Fat Lady,1
Poppy Pomfrey,Tom Riddle,1
Poppy Pomfrey,Summers,1
Poppy Pomfrey,Severus Snape,1
Poppy Pomfrey,Rowena Ravenclaw,1
Albus Dumbledore,Florence,1
Pomona Sprout,Seamus Finnigan,1
Pomona Sprout,Rubeus Hagrid,1
Alastor Moody,Percy Weasley,1
Alastor Moody,Molly Weasley,1
Amos Diggory,Garrick Ollivander,1
Seamus Finnigan,Viktor Krum,1
Vincent Crabbe,William Weasley,1
Aidan Lynch,Charles Weasley,1
Aidan Lynch,Ginevra Weasley,1
Tom Riddle,Wilkes,1
Tom Riddle,Vernon Dursley,1
Theodore Nott,Vincent Crabbe,1
Aidan Lynch,Hassan Mostafa,1
Sirius Black,Wilkes,1
Sirius Black,Viktor Krum,1
Aidan Lynch,Hermione Granger,1
Aidan Lynch,Mullet,1
Severus Snape,Stebbins (Potter-era),1
Aidan Lynch,Ronald Weasley,1
Alastor Moody,Gregory Goyle,1
Salazar Slytherin,Severus Snape,1
Alastor Moody,Argus Filch,1
Alastor Moody,Arnold Peasegood,1
Rubeus Hagrid,Sorting Hat,1
Alastor Moody,Aurora Sinistra,1
Alastor Moody,Fat Lady,1
Rubeus Hagrid,Seamus Finnigan,1
Rubeus Hagrid,Salazar Slytherin,1
Rowena Ravenclaw,Summers,1
Rowena Ravenclaw,Severus Snape,1
Rowena Ravenclaw,Salazar Slytherin,1
Alastor Moody,Father Christmas,1
Pigwidgeon,Sybill Trelawney,1
Albus Dumbledore,Frank Bryce,1
Albus Dumbledore,Gregory Goyle,1
Neville Longbottom,Peeves,1
Olympe Maxime,Percy Weasley,1
Oliver Wood,Ronald Weasley,1
Ogg,Rubeus Hagrid,1
Ogg,Percy Weasley,1
Alexei Levski,Quigley,1
Neville Longbottom,Viktor Krum,1
Neville Longbottom,Trevor,1
Neville Longbottom,Sirius Black,1
Neville Longbottom,Severus Snape,1
Neville Longbottom,Salazar Slytherin,1
Alexei Levski,Viktor Krum,1
Neville Longbottom,Remus Lupin,1
Neville Longbottom,Padma Patil,1
Petunia Dursley,Tom Riddle,1
Neville Longbottom,Olympe Maxime,1
Ali Bashir,Bartemius Crouch Senior,1
Myrtle Warren,Ronald Weasley,1
Ali Bashir,Harry Potter,1
Mungo Bonham,Neville Longbottom,1
Mundungus Fletcher,Sirius Black,1
Ali Bashir,Ludovic Bagman,1
Ali Bashir,Percy Weasley,1
Alicia Spinnet,Fred Weasley,1
Mullet,Quigley,1
Mrs Norris,Peeves,1
Amos Diggory,Bartemius Crouch Senior,1
Olympe Maxime,Pomona Sprout,1
Olympe Maxime,Poppy Pomfrey,1
Olympe Maxime,Roger Davies,1
Alexei Levski,Pyotr Vulchanov,1
Petunia Dursley,Ronald Weasley,1
Albus Dumbledore,Lee Jordan,1
Albus Dumbledore,Mungo Bonham,1
Percy Weasley,Viktor Krum,1
Percy Weasley,Tom Riddle,1
Albus Dumbledore,Percy Weasley,1
Percy Weasley,Rubeus Hagrid,1
Percy Weasley,Pigwidgeon,1
Payne,Ronald Weasley,1
Payne,Roberts,1
Parvati Patil,Wendelin the Weird,1
Parvati Patil,Sybill Trelawney,1
Albus Dumbledore,Sorting Hat,1
Albus Dumbledore,Sybill Trelawney,1
Albus Dumbledore,Vincent Crabbe,1
Albus Dumbledore,Wendelin the Weird,1
Pansy Parkinson,Rubeus Hagrid,1
Alexei Levski,Hassan Mostafa,1
Padma Patil,Viktor Krum,1
Padma Patil,Seamus Finnigan,1
Alexei Levski,Ivan Volkov,1
Alexei Levski,Lev Zograf,1
Alexei Levski,Ludovic Bagman,1
Olympe Maxime,Tom Riddle,1
Ivan Volkov,Lev Zograf,1
Ivan Volkov,Ludovic Bagman,1
Bartemius Crouch Senior,Hedwig,1
Irma Pince,Ronald Weasley,1
Dean Thomas,Rita Skeeter,1
George Weasley,Hope Howell,1
George Weasley,Hedwig,1
Crookshanks,Harry Potter,1
George Weasley,Gregory Goyle,1
Crookshanks,Hedwig,1
Crookshanks,Percy Weasley,1
Crookshanks,Pigwidgeon,1
Garrick Ollivander,Ronald Weasley,1
Crookshanks,Rubeus Hagrid,1
Garrick Ollivander,Petunia Dursley,1
Garrick Ollivander,Mykew Gregorovitch,1
Cuthbert Binns,Father Christmas,1
Gabrielle Delacour,William Weasley,1
Gabrielle Delacour,Molly Weasley,1
Gabrielle Delacour,Harry Potter,1
Cuthbert Binns,Percy Weasley,1
Fred Weasley,Urg the Unclean,1
Fred Weasley,Salazar Slytherin,1
Fred Weasley,Rubeus Hagrid,1
Cuthbert Mockridge,Gilbert Wimple,1
Fred Weasley,Roberts,1
Fred Weasley,Remus Lupin,1
Fred Weasley,Poppy Pomfrey,1
Dean Thomas,Draco Malfoy,1
Dean Thomas,Fleur Delacour,1
Fred Weasley,Parvati Patil,1
Fred Weasley,Malcolm Baddock,1
Dean Thomas,Padma Patil,1
Dean Thomas,Parvati Patil,1
Cornelius Fudge,Viktor Krum,1
George Weasley,Malcolm Baddock,1
Cornelius Fudge,Rubeus Hagrid,1
Cornelius Fudge,Father Christmas,1
Godric Gryffindor,Lavender Brown,1
Godric Gryffindor,Katie Bell,1
Godric Gryffindor,Justin Finch-Fletchley,1
Colin Creevey,Owen Cauldwell,1
Colin Creevey,Ronald Weasley,1
Ginevra Weasley,Viktor Krum,1
Ginevra Weasley,Sirius Black,1
Connolly,Cornelius Fudge,1
Connolly,Mullet,1
Ginevra Weasley,Olympe Maxime,1
Connolly,Quigley,1
Connolly,Troy,1
Cornelius Fudge,Draco Malfoy,1
Ginevra Weasley,Godric Gryffindor,1
Cornelius Fudge,Oblansk,1
Gilderoy Lockhart,Ronald Weasley,1
Gilderoy Lockhart,Remus Lupin,1
George Weasley,Vincent Crabbe,1
George Weasley,Viktor Krum,1
George Weasley,Urg the Unclean,1
George Weasley,Sirius Black,1
George Weasley,Rubeus Hagrid,1
Cornelius Fudge,Mungo Bonham,1
George Weasley,Rita Skeeter,1
George Weasley,Remus Lupin,1
George Weasley,Poppy Pomfrey,1
Cornelius Fudge,Narcissa Malfoy,1
George Weasley,Petunia Dursley,1
Fred Weasley,Hope Howell,1
Fred Weasley,Hedwig,1
Augustus Rookwood,Bartemius Crouch Senior,1
Dean Thomas,Salazar Slytherin,1
Father Christmas,Sirius Black,1
Father Christmas,Severus Snape,1
Draco Malfoy,Narcissa Malfoy,1
Draco Malfoy,Seamus Finnigan,1
Aidan Lynch,Barry Ryan,1
Father Christmas,Pansy Parkinson,1
Father Christmas,Minerva McGonagall,1
Draco Malfoy,Sirius Black,1
Draco Malfoy,William Weasley,1
Father Christmas,Godric Gryffindor,1
Father Christmas,Filius Flitwick,1
Fat Lady,William Weasley,1
Eleanor Branstone,Fred Weasley,1
Fat Lady,Seamus Finnigan,1
Eleanor Branstone,George Weasley,1
Eleanor Branstone,Malcolm Baddock,1
Eleanor Branstone,Owen Cauldwell,1
Fat Friar,Peeves,1
Fang,Sirius Black,1
Eloise Midgen,Hermione Granger,1
Eloise Midgen,Poppy Pomfrey,1
Evan Rosier,Tom Riddle,1
Emeric the Evil,Godric Gryffindor,1
Evan Rosier,Harry Potter,1
Errol,Ronald Weasley,1
Emeric the Evil,Ronald Weasley,1
Errol,Molly Weasley,1
Errol,Hermes,1
Emeric the Evil,Severus Snape,1
Fawcett,Rowena Ravenclaw,1
Fawcett,Severus Snape,1
Fawkes,Sirius Black,1
Fleur Delacour,Rita Skeeter,1
Dennis Creevey,Hermione Granger,1
Dennis Creevey,Igor Karkaroff,1
Dennis Creevey,Owen Cauldwell,1
Frank Bryce,Neville Longbottom,1
Florence,Severus Snape,1
Fleur Delacour,William Weasley,1
Dennis Creevey,Ronald Weasley,1
Fleur Delacour,Seamus Finnigan,1
Fleur Delacour,Salazar Slytherin,1
Dennis Creevey,Rubeus Hagrid,1
Fleur Delacour,Rowena Ravenclaw,1
Dennis Creevey,Sorting Hat,1
Dennis Creevey,Viktor Krum,1
Dobby,Draco Malfoy,1
Draco Malfoy,Lucius Malfoy,1
Fleur Delacour,Neville Longbottom,1
Fleur Delacour,Minerva McGonagall,1
Dobby,Minerva McGonagall,1
Dobby,Mrs Norris,1
Dobby,Percy Weasley,1
Dobby,Seamus Finnigan,1
Dobby,Severus Snape,1
Filius Flitwick,Severus Snape,1
Dobby,Wendelin the Weird,1
Filius Flitwick,Ronald Weasley,1
Filius Flitwick,Neville Longbottom,1
Draco Malfoy,Igor Karkaroff,1
Draco Malfoy,Lee Jordan,1
Colin Creevey,Hermione Granger,1
Godric Gryffindor,Molly Weasley,1
Godric Gryffindor,Natalie McDonald,1
Godric Gryffindor,Neville Longbottom,1
Ernest Macmillan,Godric Gryffindor,1
Bartemius Crouch Senior,Mulciber (Marauder-era),1
Hermione Granger,Irma Pince,1
Bartemius Crouch Senior,Rosmerta,1
Hermes,Ronald Weasley,1
Helga Hufflepuff,Summers,1
Helga Hufflepuff,Stebbins (Potter-era),1
Helga Hufflepuff,Sorting Hat,1
Helga Hufflepuff,Severus Snape,1
Helga Hufflepuff,Seamus Finnigan,1
Helga Hufflepuff,Rubeus Hagrid,1
Bartemius Crouch Senior,William Weasley,1
Basil,Fred Weasley,1
Helga Hufflepuff,Pomona Sprout,1
Helga Hufflepuff,Laura Madley,1
Helga Hufflepuff,Justin Finch-Fletchley,1
Bertha Jorkins,Cedric Diggory,1
Bertha Jorkins,Frank Bryce,1
Hedwig,Sybill Trelawney,1
Bertha Jorkins,Fred Weasley,1
Hedwig,Rubeus Hagrid,1
Bertha Jorkins,Rita Skeeter,1
Hedwig,Molly Weasley,1
Bertha Jorkins,Ronald Weasley,1
Hassan Mostafa,Viktor Krum,1
Hassan Mostafa,Vasily Dimitrov,1
Hassan Mostafa,Ludovic Bagman,1
Hassan Mostafa,Lev Zograf,1
Bertie Bott,Harry Potter,1
Bartemius Crouch Senior,Godric Gryffindor,1
Bartemius Crouch Senior,Ginevra Weasley,1
Bartemius Crouch Senior,Frank Longbottom,1
Avery (Marauder-era),Vincent Crabbe,1
Augustus Rookwood,Igor Karkaroff,1
Avery (Marauder-era),Gregory Goyle,1
Igor Karkaroff,Salazar Slytherin,1
Avery (Marauder-era),Harry Potter,1
Avery (Marauder-era),Severus Snape,1
Igor Karkaroff,Rita Skeeter,1
Igor Karkaroff,Pigwidgeon,1
Igor Karkaroff,Percy Weasley,1
Avery (Marauder-era),Sirius Black,1
Igor Karkaroff,Minerva McGonagall,1
Avery (Marauder-era),Theodore Nott,1
Hope Howell,Sorting Hat,1
Hope Howell,Ronald Weasley,1
Barry Ryan,Connolly,1
Bartemius Crouch Senior,Fang,1
Barry Ryan,Cornelius Fudge,1
Barry Ryan,Hermione Granger,1
Barry Ryan,Moran,1
Barry Ryan,Mullet,1
Barry Ryan,Quigley,1
Barry Ryan,Rosmerta,1
Barry Ryan,Rubeus Hagrid,1
Barry Ryan,Severus Snape,1
Barry Ryan,Sirius Black,1
Hermione Granger,Rosmerta,1
Barry Ryan,Troy,1
Bartemius Crouch Senior,Charles Weasley,1
Bartemius Crouch Senior,Dobby,1
Harry Potter,Walden Macnair,1
Bertie Bott,Rubeus Hagrid,1
Blast-Ended Skrewt,Rubeus Hagrid,1
Chudley Cannons,Dobby,1
Cho Chang,Fat Lady,1
Cho Chang,Fleur Delacour,1
Harry Potter,Lev Zograf,1
Cho Chang,Hannah Abbott,1
Harry Potter,Katie Bell,1
Cho Chang,Helga Hufflepuff,1
Harry Potter,Joey Jenkins,1
Cho Chang,Ludovic Bagman,1
Cho Chang,Poppy Pomfrey,1
Cho Chang,Roger Davies,1
Hannah Abbott,Helga Hufflepuff,1
Hannah Abbott,Harry Potter,1
Gregory Goyle,William Weasley,1
Chudley Cannons,Hedwig,1
Cho Chang,Eloise Midgen,1
Clara Ivanova,Hassan Mostafa,1
Clara Ivanova,Ivan Volkov,1
Gregory Goyle,Molly Weasley,1
Clara Ivanova,Lev Zograf,1
Clara Ivanova,Ludovic Bagman,1
Graham Pritchard,Orla Quirke,1
Godric Gryffindor,Violet,1
Godric Gryffindor,Sorting Hat,1
Godric Gryffindor,Sirius Black,1
Clara Ivanova,Mullet,1
Clara Ivanova,Troy,1
Godric Gryffindor,Parvati Patil,1
Godric Gryffindor,Olympe Maxime,1
Cho Chang,Ernest Macmillan,1
Charles Weasley,Rubeus Hagrid,1
Bloody Baron,Peeves,1
Cassius Warrington,Dean Thomas,1
Harry Potter,Trevor,1
Harry Potter,Theodore Nott,1
Bodrod the Bearded,Fred Weasley,1
Bodrod the Bearded,George Weasley,1
Bodrod the Bearded,Molly Weasley,1
Harry Potter,Skower,1
Bodrod the Bearded,Urg the Unclean,1
Boris the Bewildered,Harry Potter,1
Bozo,Ludovic Bagman,1
Buckbeak,Hope Howell,1
Buckbeak,Prime Minister,1
Buckbeak,Tom Riddle,1
Cadogan,Harry Potter,1
Cedric Diggory,Ginevra Weasley,1
Harry Potter,Miranda Goshawk,1
Cedric Diggory,Gregory Goyle,1
Cedric Diggory,Katie Bell,1
Cedric Diggory,Minerva McGonagall,1
Cedric Diggory,Olympe Maxime,1
Cedric Diggory,Roger Davies,1
Harry Potter,Oliver Wood,1
Harry Potter,Ogg,1
Cedric Diggory,Salazar Slytherin,1
Harry Potter,Mungo Bonham,1
Cedric Diggory,Sirius Black,1
Cedric Diggory,Vincent Crabbe,1
Harry Potter,Moran,1
Cedric Diggory,William Weasley,1
Father Christmas,Roberts,1
